"W","ZPCF","Pharma -Cons Fillup"
"G","TFST","STO-BR"
"Q","ODOU","Termínovaná zákazka"
"N","ODOE","Termijnorder"
"6","ZL02","LGL: Matter ProForma"
"J","ZC01","SP:契約"
"4","CMDM","Comandă standard"
"G","TRE","Επιστροφές"
"W","ZPHC","CRM Pharma Compl."
"D","ZSP4","SP: Time & Matl"
"6","ZL2","SP Debit Memo Req."
"1","AG","报价"
"T","ISBR","Standart sipariş"
"N","ODOT","Termijnorder"
"Q","OTTL","Termínovaná zákazka"
"4","CMOR","Comandă standard"
"J","ZC02","標準契約（収益認識）"
"W","ZPSI","IECPP: Inquiry"
"G","TSA","Τηλεφωνικές Πωλήσεις"
"1","AGIS","报价（/订单）"
"D","ZSP5","SP: Time & Matl DMR"
"Q","PHTA","Termínovaná zákazka"
"4","CMR","Comandă standard"
"N","ODOU","Termijnorder"
"6","ZL20","Debit Memo CRM"
"J","ZCF","預託品引渡製薬"
"G","TSC","CRM Sales/Complaints"
"1","AP","项目报价"
"D","ZSP6","SP: T&M (D)"
"Q","PLPA","Požiad.kyvad.zozn."
"W","ZPSO","Стандартна поръчка"
"N","OTTL","Termijnorder"
"4","CMRC","Comandă standard"
"G","UPRR",""
"6","ZLAQ","Sales quote"
"J","ZCFP","製薬 CT - 預託品引渡"
"D","ZSP7","SP: T&M DMR (D)"
"Q","PLPR","Vrát.kyvad.zoznamu"
"W","ZPSQ","Оферта"
"G","UUPR",""
"N","PHTA","Termijnorder"
"J","ZCFT","CTSM - 預託品引渡"
"6","ZLES","LES Standard Order"
"D","ZSPI","IECPP: Anfrage"
"W","ZQ01","SP: Quotation"
"4","CMRP","Comandă standard"
"G","VDOR","Venda à ordem BR"
"Q","PLPS","Storno kyvad.zozn."
"N","PLPA","Pendellijsten aanv."
"6","ZMLA","ML Order"
"W","ZQBV","QM as Service"
"D","ZSQ5","Sofortauftrag"
"J","ZCP4","クレジットメモ依頼"
"G","VEF","Fut. dely invoice BR"
"4","COB","Sched. agreement BR"
"Q","PV","Návrh položky"
"T","ISLA","Standart sipariş"
"6","ZNL1","ZNL1-Standard Order"
"W","ZQT","Оферта"
"J","ZCPJ","CP JP 標準受注"
"Q","RA","Zákazka na opravu"
"D","ZTA","ZTA-Terminauftrag"
"T","ISLB","Standart sipariş"
"G","VEFR","Fut. dely shipmnt BR"
"4","CPF1","CPF1 Order"
"6","ZOR","ZOR Order"
"W","ZQT1","SP: Quotation"
"J","ZCPO","標準受注 (VMI)"
"D","ZTM","Terminauftrag"
"Q","RA2","ARM Dielenská oprava"
"1","AR","维修报价"
"T","ISLR","Standart sipariş"
"4","CPF2","CPF2 Order"
"W","ZRE","Върнати стоки"
"6","ZORD","Standardni nalog"
"G","WA","Σχέσ.με Σύμβασ.Αξίας"
"J","ZCPR","CRM クレーム CP"
"D","ZTSC","Verkauf/Reklamat."
"N","PLPR","Pendellijsten retour"
"Q","RAS","Oprava-servis"
"1","AS","服务报价"
"T","ISPO","Standart sipariş"
"W","ZRES","Върнати стоки"
"4","CRB","Credit memo req. BR"
"J","ZCRM","CRM 返品_MD"
"D","ZTTA","Gebiet TA (CRM)"
"G","WECC","CRM Complaints"
"Q","RE","Vrátená dodávka"
"N","PLPS","Pendellijsten storno"
"6","ZOT3","Order Templ.Bill.R/3"
"4","CRMC","CRM Complaints"
"W","ZRO","CPG Rush Order"
"1","AU","销售信息"
"T","KA","Konsinye stok çekişi"
"D","ZUII","Terminauftrag"
"Q","RE2","Rozš.vrát.dodávka"
"J","ZDB","ドラフト請求書"
"4","CRMR","CRM Returns"
"N","PV","Positievoorstel"
"6","ZOTC","Order Templ.Bill.CRM"
"T","KAZU","Stc.kons.stok çekişi"
"W","ZRR","Стандарт.пор.  (VMI)"
"G","WECO","Internet Sales CRM"
"1","AV","合同报价"
"D","ZUN","Stand.-Einzelkalk."
"J","ZDOT","標準受注"
"Q","RK","Pož.korekt.faktúry"
"4","CXB","Corr. f. error BR"
"N","RA","Reparatie-order"
"T","KB","Konsinye stok ikmali"
"D","ZUSS","US-Kundenauftrag"
"J","ZDRD","標準受注"
"W","ZRRC","Returns Recycling"
"6","ZOWP","SPECIAL WP ORDER"
"G","WECR","CRM Returns"
"1","B1","回扣贷项凭证请求"
"Q","RM","Exped.zák.-vrát.dod."
"T","KE","Konsinye stok çekişi"
"N","RA2","URA werkplaatsrep."
"4","DHU","TipDocVzLivrMişcUM"
"D","ZWK1","Wertkontrakt IDES"
"W","ZRRD","Std RevRec/E SaleOrd"
"6","ZPBO","Credit Memo  Points"
"Q","RTTC","SPE Vrát.dod.zákaz."
"1","B1E","预期回扣贷项凭证"
"J","ZDRJ","SP-PSJﾃﾞﾋﾞｯﾄﾒﾓ依頼"
"G","WK1","Σύμβαση Αξίας-Γενικά"
"T","KL","Bedelsiz teslimat"
"N","RAS","Reparatie-service"
"D","ZXI","XI-Kundenauftrag"
"4","DL","TipCdă Livrare"
"6","ZPCF","Pharma -Cons Fillup"
"Q","RTTR","SPE Vrát.dod.-revíz."
"W","ZRRO","Std RevRec/E SaleOrd"
"1","B2","回扣更正请求"
"J","ZEC1","IECPP: 引合い"
"N","RE","Retouren"
"T","KM","Miktar sözleşmesi"
"G","WK2","Σύμβ.Αξίας σχετ.Υλικ"
"W","ZRUS","ZRUS-SalesRushOrder"
"4","DL2","GAR livr.ref.client"
"1","B2E","折扣 P.更正 Rt"
"J","ZEC2","IECPP: 見積"
"Q","RX2","ARM Ext.zák.na opr."
"D","ZZOR","ZZORTerminauftrag"
"6","ZPHC","CRM Pharma Compl."
"T","KN","Bedelsiz sonraki tsl"
"N","RE2","Uitgebreide retouren"
"G","WMPP","WM Προμήθ.Παραγωγής"
"W","ZSAA","SP outbound order"
"Q","RZ","Vrát.dod.-plán dod."
"J","ZEC3","IECPP: 受注"
"D","ZZQT","ZZQTAngebot"
"4","DLB","Dely w/o order BR"
"6","ZPSI","IECPP: Inquiry"
"G","WV","Υπηρεσ.και Συντήρηση"
"T","KR","Kons.stok iadeleri"
"1","B3","部分回扣结算请求"
"W","ZSAL","Sales Process CRM"
"N","REPA","CRM-retouren"
"Q","SD2","ARM Bezplat.dodávka"
"J","ZERS","スペアパーツ受注"
"D","ZZSC","ZZSCMengenkontrakt"
"T","KRZU","Satıcı kons.iadeleri"
"6","ZPSO","Standardni nalog"
"G","YBO1","Τυπική Παραγγελία"
"4","DLR","TipCdă LivrăriRetur"
"1","B3E","预期部分回扣结算请求"
"J","ZEXP","荷渡指図"
"Q","SO","Okamžitá zákazka"
"W","ZSB","Third Party w/o SN"
"D","ZZZ","ZZZ-Test STO"
"6","ZPSQ","Ponuda"
"N","RK","Factuurcorr.aanvraag"
"T","L2","Borç dekontu talebi"
"G","YOR","Τυπική Παραγγελία"
"4","DLRE","TipCdă LivrăriRetur"
"Q","TA","Termínovaná zákazka"
"1","B4","人工回扣结算请求"
"J","ZF4Y","インターネット販売 CRM"
"E","01","Cust.Independent Req"
"N","RM","Afleverorder ret."
"T","L2DM","GiİlşklBbrçDkntTlp"
"6","ZQ01","SP: Quotation"
"J","ZFOR","標準受注"
"4","DMRB","Comandă standard"
"W","ZSBC","Стандартна поръчка"
"Q","TAF","Termín.zákazka (FPl)"
"E","AA","Promotion Order"
"G","YPO","Postal Order"
"N","RTTC","SPE retouren nr klnt"
"6","ZQBV","QM as Service"
"1","BIND","间接销售回扣"
"T","L2DP","Gi.ilşkl.peşinat tlp"
"4","DMRP","Comandă standard"
"W","ZSC7","SP: PS-Contract"
"Q","TAM","Exped.zákazka"
"J","ZG2","SP クレジットメモ依頼"
"6","ZQT","Ponuda"
"G","YQ01","SP: Quotation"
"N","RTTR","SPE retouren revisie"
"T","L2WT","Brç.dknt.tlp.değeri"
"E","AE","Qtn from Serv. Order"
"1","BK1","协议贷方凭证请求"
"4","DMRR","Comandă standard"
"Q","TAV","Termín.zákazka (VMI)"
"G","YRE","Returns BEV"
"W","ZSDI","Стандартна поръчка"
"6","ZQT1","SP: Quotation"
"T","LA","İadeli amb.çekişi"
"J","ZG20","クレジットメモ依頼"
"E","AEBO","AEBO order"
"N","RX2","URA ext. rep. opdr."
"Q","TRE","Vrátená dodávka"
"4","DOUR","Comandă standard"
"W","ZSDQ","Оферта"
"G","YSQ7","Προσφορά"
"1","BK3","协议贷方凭证请求"
"6","ZRE","Povrati"
"J","ZGT1","標準受注"
"T","LK","HSV teslimat planı"
"N","RZ","Retouren leverplan"
"Q","TSA","Obchod po telefóne"
"E","AEBQ","AEBQ Offer"
"4","DRB","Debit memo req. BR"
"W","ZSE","Third Party with SN"
"G","YSQ9","Προσφορά"
"1","BM1","协议借项凭证请求"
"6","ZRES","Povrati"
"N","SD2","URA kosteloze lev."
"J","ZGTM","CRM クレーム"
"4","DXB","Debit memo req. BR"
"Q","UPRR","Vrát.dod.použ.dielov"
"T","LN","İadeli amb.satışı"
"W","ZSE1","Service Process CRM"
"E","AF","Inquiry"
"6","ZRO","CPG Rush Order"
"1","BM3","协议借项凭证请求"
"G","YTA","Standard Order BEV"
"N","SO","Spoedorder"
"J","ZGTS","標準受注"
"4","DZL","Dec. Livr.Tip C-dă"
"T","LP","Teslimat planı"
"W","ZSEA","SP inbound order"
"Q","UUPR","Vrát.dod.nov.dielov"
"E","AG","Quotation"
"J","ZI01","引合伝票"
"N","TA","Termijnorder"
"4","ECO1","ETO: Quotation"
"6","ZRR","StandardNalog  (VMI)"
"1","BV","现金销售"
"Q","WA","Odvol.k hodn.kontrak"
"T","LV","Szl.ftrl.blg.talebi"
"W","ZSEM","Service Process CRM"
"G","Z300","CRM-Telesales"
"E","AGIS","Quotation ( / Order)"
"J","ZINS","引合伝票"
"N","TAF","Termijnorder (FPl)"
"6","ZRRC","Returns Recycling"
"4","ECO2","ETO: Sales Order"
"1","CB1E","预期回扣贷项凭证"
"Q","WK1","Hodn.kontr.všeobecne"
"W","ZSJ1","Inquiry(ZSPI)"
"T","LZ","Çağrılı teslimat pl."
"E","AP","Project Quotation"
"G","Z303","CRM Comp+Bill R/3"
"N","TAM","Uitleveringsorder"
"J","ZIS","インターネットセール"
"6","ZRRD","Std RevRec/E SaleOrd"
"4","ECO3","SP Debit Memo Req."
"T","LZM","Tsl.siparişli tsl.pl"
"Q","WK2","Hodn.kontr.vzť.k mat"
"G","ZA","Internet order"
"N","TAV","Termijnorder (VMI)"
"W","ZSJ2","Project QuotationSPJ"
"J","ZKE","預託品出庫製薬"
"6","ZRRO","Std RevRec/E SaleOrd"
"1","CB2","回扣更正请求"
"E","AR","Repair Quotation"
"4","ED","Emis de Agent Ext."
"T","LZS","AD ynt.ftrl.tsl.pln."
"Q","WMPP","Zás.výroby WM"
"G","ZA01","Trade Fair01-Order"
"N","TRE","Retouren"
"W","ZSMO","SM Standard Order"
"E","AS","Service Quotation"
"T","MAKO","Tsl.siparişi dzlt."
"J","ZL01","標準受注"
"N","TSA","Telesales"
"4","EDKO","Corecţie pt.AgntExt"
"6","ZRUS","ZRUS-SalesRushOrder"
"G","ZA02","Trade Fair02-Order"
"1","CB3E","预期部分回扣结算请求"
"W","ZSO5","SP: SD/PS Order"
"E","AU","Sales Information"
"J","ZL02","デビットメモ依頼"
"T","MV","Kira sözleşmesi"
"N","TSC","CRM: verk./recl."
"4","ETO1","ETO: Quotation"
"6","ZSAA","SP outbound order"
"G","ZA03","Trade Fair03-Order"
"W","ZSP","LSP Booking"
"Q","WV","Servis a údržba"
"1","CB4","人工回扣结算请求"
"J","ZL2","SP デビットメモ依頼"
"E","AV","Quotation f.contract"
"T","NL","İkmal teslimatı"
"N","UPRR","Retouren gebr.onderd"
"4","ETO2","ETO: Sales Order"
"6","ZSAL","Sales Process CRM"
"W","ZSP0","SP: Govt Contract"
"G","ZA04","Trade Fair04-Order"
"Q","YBO1","Termínovaná zákazka"
"1","CB5E","预期回扣贷项凭证"
"J","ZL20","デビットメモ依頼"
"N","UUPR","Retouren nw onderdel"
"E","B1","Rebate Cred Memo Req"
"G","ZA05","Trade Fair05-Order"
"Q","YOR","Termínovaná zákazka"
"W","ZSP1","SP: Service order"
"T","ODOE","Standart sipariş"
"4","G2","Cerere credit memo"
"6","ZSB","Third Party w/o SN"
"J","ZLAQ","緊急発注"
"E","B1E","Exptd RebateCredMemo"
"N","WA","Afroep op wrd.contr."
"1","CB7E","预期部分回扣结算请求"
"G","ZA06","Trade Fair06-Order"
"Q","YPO","Termínovaná zákazka"
"T","ODOT","Standart sipariş"
"W","ZSP2","SP: Cost Plus"
"4","G2WT","CerereCredMemo val."
"J","ZLES","LES 標準受注"
"6","ZSBC","Standardni nalog"
"E","B2","Rebate Correctn Rqst"
"N","WECC","CRM-reclamatie"
"G","ZA07","Trade Fair07-Order"
"T","ODOU","Standart sipariş"
"Q","YQ01","Okamžitá zákazka"
"J","ZMLA","標準受注"
"W","ZSP3","SP: Cost Plus DMR"
"4","GA2","Cerere credit memo"
"6","ZSC7","SP: PS-Contract"
"1","CBBO","标准订单"
"G","ZA08","Trade Fair08-Order"
"N","WECR","CRM-retouren"
"E","B2E","Rebate P.Correctn Rt"
"T","OTTL","Standart sipariş"
"Q","YRE","Vrátená dodávka"
"J","ZNL1","標準受注"
"W","ZSP4","SP: Time & Matl"
"1","CBDC","标准订单"
"6","ZSDI","Standardni nalog"
"4","GCTA","Comandă standard"
"G","ZA09","Trade Fair09-Order"
"Q","YSQ7","Ponuka"
"N","WK1","Wrd.contr. algemeen"
"E","B3","PartRebSettl.request"
"J","ZOR","標準受注"
"T","PHTA","Standart sipariş"
"Q","YSQ9","Ponuka"
"1","CBDD","标准订单"
"W","ZSP5","SP: Time & Matl DMR"
"G","ZA10","Trade Fair10-Order"
"4","GK","Contract bază"
"6","ZSDQ","Ponuda"
"E","B3E","Exp.PartRebSettl.Req"
"J","ZORD","標準受注"
"N","WK2","Wrd.contr. voor art."
"T","PLPA","Tercih listesi tlp."
"1","CBEM","标准订单"
"W","ZSP6","SP: T&M (D)"
"6","ZSE","Third Party with SN"
"G","ZA11","Trade Fair11-Order"
"4","GPOR","Comandă standard"
"Q","YTA","Termínovaná zákazka"
"N","WMPP","WM-OHW"
"E","B4","Reb.Req.f.Man.Accrls"
"J","ZOT3","Order Templ.請求 R/3"
"T","PLPR","Tercih listesi tyt."
"W","ZSP7","SP: T&M DMR (D)"
"1","CBIC","标准订单"
"6","ZSE1","Service Process CRM"
"G","ZA12","Trade Fair12-Order"
"Q","Z300","Okamžitá zákazka"
"4","GTPO","Comandă standard"
"E","BIND","Indir. Sales Rebate"
"J","ZOTC","Order Templ.請求 CRM"
"W","ZSPI","IECPP: Inquiry"
"1","CBID","标准订单"
"6","ZSEA","SP inbound order"
"N","WV","Service en onderhoud"
"G","ZA13","Trade Fair13-Order"
"Q","ZA01","Termínovaná zákazka"
"4","HT01","HighTech: Sales Ordr"
"J","ZOWP","標準受注"
"T","PLPS","Tercih lst.ters kyt."
"E","BK1","Agrmt Cred.Memo Req."
"W","ZSQ5","SP: PS-Quotation"
"1","CBIN","标准订单"
"6","ZSEM","Service Process CRM"
"N","YBO1","Termijnorder"
"G","ZA14","Trade Fair14-Order"
"Q","ZA02","Termínovaná zákazka"
"4","IOT","Comandă standard"
"T","PV","Kalem önerisi"
"W","ZTA","ZTA Standard Order"
"J","ZPBO","デビットメモ依頼"
"E","BK3","Agrmt Cred.Memo Req."
"N","YOR","Termijnorder"
"G","ZA15","Trade Fair15-Order"
"T","RA","Onarım siparişi"
"4","ISBR","B2R: Internet Sales"
"6","ZSJ1","Inquiry(ZSPI)"
"1","CBOC","标准订单"
"Q","ZA03","Termínovaná zákazka"
"W","ZTM","Стандартна поръчка"
"J","ZPCF","製薬 - 預託品引渡"
"G","ZA16","Trade Fair16-Order"
"E","BM1","Agrmnt Deb.Memo Req."
"N","YPO","Termijnorder"
"6","ZSJ2","Project QuotationSPJ"
"1","CBOD","标准订单"
"Q","ZA04","Termínovaná zákazka"
"T","RA2","ARM dahil onarımı"
"4","ISCC","ISChemComplaint"
"G","ZA17","Trade Fair17-Order"
"W","ZTSC","Sales/Complaint"
"N","YQ01","Spoedorder"
"E","BM3","Agrmnt Deb.Memo Req."
"J","ZPHC","CRM 製薬クレーム"
"1","CBOR","标准订单"
"T","RAS","Onarım-Servis"
"4","ISLA","Comandă standard"
"6","ZSMO","SM Standard Order"
"Q","ZA05","Termínovaná zákazka"
"W","ZTTA","Territory TA (CRM)"
"G","ZA18","Trade Fair18-Order"
"N","YRE","Retouren"
"E","BV","Cash Sale"
"J","ZPSI","IECPP: 引合い"
"4","ISLB","Comandă standard"
"1","CBRL","标准订单"
"Q","ZA06","Termínovaná zákazka"
"6","ZSO5","SP: SD/PS Order"
"G","ZA19","Trade Fair19-Order"
"T","RE","İadeler"
"W","ZUII","Стандартна поръчка"
"E","CB1E","ExpRebCredMemo CB"
"N","YSQ7","Offerte"
"J","ZPSO","標準受注"
"1","CBRO","标准订单"
"4","ISLR","Comandă standard"
"Q","ZA07","Termínovaná zákazka"
"G","ZA20","Trade Fair20-Order"
"6","ZSP","LSP Booking"
