"S332","0125","Central WM"
"CHD3","L126","Lagerort 126"
"2000","0001","Warehouse 0001"
"0005","0105","Central WM"
"7520","L020","Lagerort 020"
"6652","0051","HUM Partner Loc"
"CHD3","L127","Lagerort 127"
"0005","0106","Central WM"
"S332","0126","Central WM"
"7520","L021","Lagerort 021"
"2000","0002","Warehouse 0002"
"6652","0055","HUM WHSE YM"
"CHD3","L128","Lagerort 128"
"0005","0107","Central WM"
"7520","L022","Lagerort 022"
"6652","0088","Centr. Warehouse"
"S332","0127","Central WM"
"0005","0108","Central WM"
"CHD3","L129","Lagerort 129"
"2000","0088","Centr. Warehouse"
"7520","L023","Lagerort 023"
"6652","0089","US Central WHSE"
"0005","0109","Central WM"
"CHD3","L130","Lagerort 130"
"7520","L024","Lagerort 024"
"S332","0128","Central WM"
"2000","ES01","ES01"
"6652","0090","US Central WH"
"0005","0110","Central WM"
"CHD3","L199","Lagerort 199"
"7520","L025","Lagerort 025"
"6652","0092","DCC WHSE"
"0005","0111","Central WM"
"S332","0129","Central WM"
"7520","L026","Lagerort 026"
"2000","PL01","ProdLine 1/kanb"
"CHD4","0001","Warehouse 0001"
"6652","0095","Midwest TRM Whse"
"0005","0112","Central WM"
"7520","L027","Lagerort 027"
"CHD4","0002","Warehouse 0002"
"6652","0099","Receiving"
"S332","0130","Central WM"
"2010","0001","Warehouse 0001"
"0005","0113","Central WM"
"4540","0001","Storage Location"
"7520","L028","Lagerort 028"
"CHD4","0003","HUM Not WSE MGT"
"6652","0301","Cross docking"
"0005","0114","Central WM"
"7520","L029","Lagerort 029"
"CHD4","0050","HUM Warehouse"
"2010","0002","Warehouse 0002"
"6652","0302","Cross docking HU"
"S332","9988","Packstücke WM"
"0005","0115","Central WM"
"7520","L030","Lagerort 030"
"CHD4","0051","HUM Partner Loc"
"4540","4501","Maintenance Yard"
"6652","3001","Prtn loc fr 0003"
"0005","0116","Central WM"
"7520","L099","Lagerort 099"
"2010","0088","Centr. Warehouse"
"S332","HU00","HU-Lagerort (WM)"
"CHD4","0088","Centr. Warehouse"
"6652","6652","Azizyah"
"0005","0117","Central WM"
"7520","L100","Lagerort 100"
"4540","4542","Lions Gate"
"CHD4","0089","US Central WHSE"
"6652","CD","Cross docking"
"2010","PL01","ProdLine 1/kanb"
"0005","0118","Central WM"
"S332","HU01","HU-Lagerort (WM)"
"7520","L101","Lagerort 101"
"CHD4","0090","US Central WH"
"6652","CUS1","Customer 1 MG"
"0005","0119","Central WM"
"7520","L102","Lagerort 102"
"4540","4543","Grand Prairie"
"2010","SL01","Storage Loc. 1"
"S332","HU02","HU-Lagerort (WM)"
"0005","0120","Central WM"
"7520","L103","Lagerort 103"
"0005","0121","Central WM"
"7520","L104","Lagerort 104"
"2100","0001","Main warehouse"
"4540","4549","Van Stock"
"CHD4","0099","Receiving"
"S332","HU03","HU-Lagerort (WM)"
"6652","CUS2","Customer 2 MG"
"0005","0122","Central WM"
"7520","L105","Lagerort 105"
"0005","0123","Central WM"
"6652","CUS3","Customer 3 MG"
"2100","0002","Fertigwarenlager"
"7520","L106","Lagerort 106"
"4540","ENG","Engineering"
"CHD4","3001","Prtn loc fr 0003"
"S332","HU04","HU-Lagerort (WM)"
"0005","0124","Central WM"
"6652","DD01","DuFresne's DFT1"
"7520","L107","Lagerort 107"
"2100","0003","WE-Lager Fertigu"
"0005","0125","Central WM"
"CHD4","CD","Cross docking"
"4540","LIMB","Limbo"
"6652","DD02","DuFresne's DFT2"
"S332","HU05","HU-Lagerort (WM)"
"7520","L108","Lagerort 108"
"0005","0126","Central WM"
"CHD4","FTMD","FT\, merchandise"
"2100","0004","FHM-Lager"
"6652","DH20","WM Storage"
"7520","L109","Lagerort 109"
"0005","0127","Central WM"
"4540","R&D","Research and Dev"
"S332","HU06","HU-Lagerort (WM)"
"6652","FTMD","FT\, merchandise"
"CHD4","FTRD","FT\, receipient"
"7520","L110","Lagerort 110"
"2100","0005","Gefahrstoffe"
"0005","0128","Central WM"
"6652","FTRD","FT\, receipient"
"7520","L111","Lagerort 111"
"CHD4","KB00","Kanban Stor. Loc"
"4540","REPR","Repair"
"S332","HU07","HU-Lagerort (WM)"
"0005","0129","Central WM"
"2100","0006","Aussenlager"
"6652","ITSW","IT Office SW"
"CHD4","PH01","Pharma MES stor."
"7520","L112","Lagerort 112"
"0005","0130","Central WM"
"6652","KB00","Kanban"
"S332","HU08","HU-Lagerort (WM)"
"5000","5001","Warehouse 5001"
"7520","L113","Lagerort 113"
"2100","0088","Zentrallager LVS"
"0005","9988","Packstücke WM"
"CHD4","PH02","Pharma MES/TRM"
"6652","KB01","Kanban Target"
"7520","L114","Lagerort 114"
"0005","DD01","DuFresne 1"
"CHD5","0001","Warehouse 0001"
"6652","KB02","Kanban source"
"5000","5002","Warehouse 5002"
"S332","HU09","HU-Lagerort (WM)"
"2200","0001","Materiallager"
"7520","L115","Lagerort 115"
"0005","HU00","HU-Lagerort (WM)"
"CHD5","0002","Warehouse 0002"
"7520","L116","Lagerort 116"
"S332","HU10","HU-Lagerort (WM)"
"2200","0002","Fertigwarenlager"
"5000","5003","Warehouse 5003"
"CHD5","0088","Centr. Warehouse"
"0005","HU01","HU-Lagerort (WM)"
"6652","LSS1","Lean WIP 1"
"7520","L117","Lagerort 117"
"CHD5","PH01","Pharma MES stor."
"S332","HU11","HU-Lagerort (WM)"
"2200","0003","WE-Lager Fertig."
"6652","MAM1","MAM Storage Loc1"
"0005","HU02","HU-Lagerort (WM)"
"5000","5004","CP Storage 5004"
"CHD5","PH02","Pharma MES/TRM"
"6652","MG1","Warehouse Marco"
"0005","HU03","HU-Lagerort (WM)"
"2200","0004","FHM-Lager"
"S332","HU12","HU-Lagerort (WM)"
"CHD6","0001","Warehouse 0001"
"5000","5005","CP Storage 5005"
"6652","NSER","Unservic. parts"
"0005","HU04","HU-Lagerort (WM)"
"CHD6","0002","Warehouse 0002"
"2200","0088","Zentrallager"
"S332","HU13","HU-Lagerort (WM)"
"6652","RFID","RFID storage loc"
"0005","HU05","HU-Lagerort (WM)"
"CHD6","0088","Centr. Warehouse"
"5000","5006","CP Storage 5006"
"6652","SERV","Servic. parts"
"0005","HU06","HU-Lagerort (WM)"
"2200","0131","Maintenance"
"CHD6","PH01","Pharma MES stor."
"S332","HU14","HU-Lagerort (WM)"
"6652","SRES","Storage Resource"
"0005","HU07","HU-Lagerort (WM)"
"5000","ES01","ES01"
"CHD6","PH02","Pharma MES/TRM"
"2200","0132","Expertise"
"6652","VAN1","Van 1 MG"
"0005","HU08","HU-Lagerort (WM)"
"S332","HU15","HU-Lagerort (WM)"
"CHD7","0001","Warehouse 0001"
"6652","VAN2","Van 2 MG"
"5100","5101","Warehouse 5101"
"0005","HU09","HU-Lagerort (WM)"
"2200","1500","Kfz R. Rüttler"
"CHD7","0002","Warehouse 0002"
"S332","HU16","HU-Lagerort (WM)"
"6652","VAN3","Van 3 MG"
"0005","HU10","HU-Lagerort (WM)"
"CHD7","0003","HUM Not WSE MGT"
"2200","1501","Kfz C.Wessendorf"
"5100","5102","Warehouse 5102"
"6652","WIP1","DuFresne's WIP1"
"0005","HU11","HU-Lagerort (WM)"
"CHD7","0050","HUM Warehouse"
"S332","HU17","HU-Lagerort (WM)"
"6700","0001","central store"
"2200","1502","Kfz S. Garcia"
"0005","HU12","HU-Lagerort (WM)"
"CHD7","0051","HUM Partner Loc"
"5100","5103","Warehouse 5103"
"6700","0002","Finish good(sto)"
"S332","HU18","HU-Lagerort (WM)"
"0005","HU13","HU-Lagerort (WM)"
"2200","1503","Kfz S. Reiter"
"6700","0003","Raw Material(sto"
"0005","HU14","HU-Lagerort (WM)"
"5100","SL01","Storage Loc. 1"
"S332","HU19","HU-Lagerort (WM)"
"6700","0004","finish good(wm)"
"CHD7","0088","Centr. Warehouse"
"2200","1504","Kfz T. Schlicker"
"0005","HU15","HU-Lagerort (WM)"
"6700","0005","raw Material(wm)"
"5101","0001","Storage Loc. 01"
"S332","HU20","HU-Lagerort (WM)"
"0005","HU16","HU-Lagerort (WM)"
"2200","1505","Kfz G. Röhr"
"CHD7","0089","US Central WHSE"
"6700","0010","Multimode SLOC"
"0005","HU17","HU-Lagerort (WM)"
"5410","0001","Stor.loc. 0001"
"CHD7","0090","US Central WH"
"S332","HU21","HU-Lagerort (WM)"
"6700","0050","HUM Warehouse"
"2200","1506","Kfz K. Maier"
"0005","HU18","HU-Lagerort (WM)"
"CHD7","0099","Receiving"
"6700","0051","HUM Partner Loc"
"5410","0002","Lean WM"
"0005","HU19","HU-Lagerort (WM)"
"CHD7","3001","Prtn loc fr 0003"
"S332","HU22","HU-Lagerort (WM)"
"2200","1507","Kfz M. Schiffers"
"6700","0055","HUM WHSE YM"
"0005","HU20","HU-Lagerort (WM)"
"CHD7","CD","Cross docking"
"5410","0003","Full WM"
"0005","HU21","HU-Lagerort (WM)"
"S332","HU23","HU-Lagerort (WM)"
"2200","1509","Kfz M. Warnecke"
"CHD7","FTMD","FT\, merchandise"
"6700","0088","Centr. Warehouse"
"0005","HU22","HU-Lagerort (WM)"
"5420","0001","Stor.Loc. 0001"
"CHD7","FTRD","FT\, receipient"
"2200","1522","Kfz S. Bergler"
"S332","HU24","HU-Lagerort (WM)"
"0005","HU23","HU-Lagerort (WM)"
"CHD7","KB00","Kanban Stor. Loc"
"6700","0089","US Central WHSE"
"5420","0002","Lean WM"
"0005","HU24","HU-Lagerort (WM)"
"2200","1523","Kfz G. Kohl"
"CHD7","PH01","Pharma MES stor."
"6700","0090","US Central WH"
"S332","HU25","HU-Lagerort (WM)"
"0005","HU25","HU-Lagerort (WM)"
"CHD7","PH02","Pharma MES/TRM"
"6700","0092","DCC WHSE"
"5420","0088","Lager 0088 (WM)"
"2200","1524","Kfz W. Netzer"
"0005","HU26","HU-Lagerort (WM)"
"CHP1","0001","Auslief.Lager"
"6700","0095","Midwest TRM Whse"
"CHP1","0002","Zentrallager"
"6000","0001","Almacen 0001"
"2200","1525","Kfz J. Völk"
"0005","HU27","HU-Lagerort (WM)"
"6700","0099","Receiving"
"CHP1","0003","WE-Lager Fertigu"
"S332","HU26","HU-Lagerort (WM)"
"6700","0301","Cross docking"
"0005","HU28","HU-Lagerort (WM)"
"CHP1","0004","FHM-Lager"
"6000","0002","Almacen 0002"
"2200","1528","Kfz S. Dereser"
"6700","0302","Cross docking HU"
"0005","HU29","HU-Lagerort (WM)"
"CHP1","0005","Gefahrstoffe"
"S332","HU27","HU-Lagerort (WM)"
"2200","1529","Kfz H. Stock"
"6000","0088","Almacen 088 (WM)"
"CHP1","0088","WM Zentrallager"
"0005","HU30","HU-Lagerort (WM)"
"6700","3001","Prtn loc fr 0003"
"S332","HU28","HU-Lagerort (WM)"
"2200","ES01","ES01"
"CHP1","0100","Kühllager (HUM)"
"0005","HUMM","HU-Lagerort (IM)"
"6700","CD","Cross docking"
"6000","ES01","ES01"
"CHP1","0101","Kühllager"
"2200","PH01","Mag Pharma Base"
"S332","HU29","HU-Lagerort (WM)"
"0005","L000","Lagerort 000"
"6700","CUS1","Customer 1 MG"
"CHP1","CHS0","Tanklager/Silo"
"6000","SL01","Storage Loc. 1"
"0005","L001","Lagerort 001"
"6700","CUS2","Customer 2 MG"
"2200","PH02","Mag Pharma HU"
"CHP1","CHS1","Rohmateriallager"
"S332","HU30","HU-Lagerort (WM)"
"0005","L002","Lagerort 002"
"6000","SL02","B-Stock (No WM)"
"6700","CUS3","Customer 3 MG"
"CHP1","CHS2","Halbzeuge/Ersatz"
"0005","L003","Lagerort 003"
"2200","PH03","Mag Pharma HU+WM"
"S332","HUMM","HU-Lagerort (IM)"
"CHP1","CHS3","Fertig/Handelsw."
"6700","DD01","DuFresne's DFT1"
"6000","SL03","Repair Shop"
"0005","L004","Lagerort 004"
"CHP1","CHS4","FHM/Packmaterial"
"2200","PL01","ProdLine 1"
"S332","L000","Lagerort 000"
"0005","L005","Lagerort 005"
"CHP1","CHS5","Gefahrst.-Klein."
"6000","SL04","External Repair"
"2200","PL02","ProdLine 2"
"0005","L006","Lagerort 006"
"S332","L001","Lagerort 001"
"0005","L007","Lagerort 007"
"6700","DD02","DuFresne's DFT2"
"CHP1","CHS6","Troc./Luft/Licht"
"6100","0001","Almacen 0001"
"2200","PL03","ProdLine 3/kanb"
"S332","L002","Lagerort 002"
"0005","L008","Lagerort 008"
"CHP1","CHS7","Kühlraum/Licht"
"6700","DH20","WM Storage"
"0005","L009","Lagerort 009"
"6100","0002","Almacen 0002"
"2200","PL04","ProdLine 4/kanb"
"S332","L003","Lagerort 003"
"0005","L010","Lagerort 010"
"6700","FTMD","FT\, merchandise"
"CHP1","CHS8","HRL Paletten"
"2200","PL05","ProdLine 5/kanb"
"6100","SL01","Storage loc. 1"
"0005","L011","Lagerort 011"
"6700","FTRD","FT\, receipient"
"S332","L004","Lagerort 004"
"CHP1","CHS9","Fasslager"
"0005","L012","Lagerort 012"
"2200","PL06","ProdLine 6/kanb"
"6700","ITSW","IT Office SW"
"6100","SL02","B-Stock (No WM)"
"S332","L005","Lagerort 005"
"0005","L013","Lagerort 013"
"CHP1","CRM1","HCN-Behälter"
"6700","KB00","Kanban"
"2200","SL01","Storage Loc. 1"
"0005","L014","Lagerort 014"
"CHP1","CRS1","NH3-Behälter"
"6100","SL03","Repair Shop"
"6700","KB01","Kanban Target"
"S332","L006","Lagerort 006"
"0005","L015","Lagerort 015"
"2200","SL02","B-Stock (No WM)"
"6700","KB02","Kanban source"
"CHP2","0001","Warehouse 0001"
"0005","L016","Lagerort 016"
"S332","L007","Lagerort 007"
"6100","SL04","External Repair"
"6700","LSS1","Lean WIP 1"
"2200","SL03","Repair Shop"
"0005","L017","Lagerort 017"
"CHP2","0002","Warehouse 0002"
"6700","MAM1","MAM Storage Loc1"
"S332","L008","Lagerort 008"
"0005","L018","Lagerort 018"
"2200","SL04","External Repair"
"6101","0001","Almacén s/ WHM"
"6700","MG1","Warehouse Marco"
"CHP2","0003","WE-Lager Fertigu"
"0005","L019","Lagerort 019"
"S332","L009","Lagerort 009"
"2200","WL31",""
"0005","L020","Lagerort 020"
"6700","NSER","Unservic. parts"
"6101","0002","Almacen 2"
"CHP2","0004","FHM-Lager"
"S332","L010","Lagerort 010"
"2200","WL32",""
"0005","L021","Lagerort 021"
"6700","RFID","RFID storage loc"
"6101","0003","Almacen 3"
"6700","SERV","Servic. parts"
"CHP2","0005","Gefahrstoffe"
"2200","WL41",""
"0005","L022","Lagerort 022"
"S332","L011","Lagerort 011"
"6700","SRES","Storage Resource"
"2200","WL42",""
"0005","L023","Lagerort 023"
"6101","0004","Almacen 4"
"CHP2","0088","Centr. Warehouse"
"S332","L012","Lagerort 012"
"6700","VAN1","Van 1 MG"
"0005","L024","Lagerort 024"
"2210","0001","Materiallager"
"6700","VAN2","Van 2 MG"
"6101","0005","Almacen 5"
"CHP2","0100","Kühllager (HUM)"
"S332","L013","Lagerort 013"
"0005","L025","Lagerort 025"
"6700","VAN3","Van 3 MG"
"2210","0002","Fertigwarenlager"
"6700","WIP1","DuFresne's WIP1"
"0005","L026","Lagerort 026"
"CHP2","0101","Kühllager"
"S332","L014","Lagerort 014"
"6101","0006","Almacen 6"
"6701","0001","central store"
"2210","0003","WE-Lager Fertig."
"0005","L027","Lagerort 027"
"6701","0002","Finish good(sto)"
"CHP2","CHS0","Tanklager/Silo"
"6101","0007","Almacen HU"
"0005","L028","Lagerort 028"
"S332","L015","Lagerort 015"
"2210","0004","FHM-Lager"
"6701","0003","Raw Material(sto"
"0005","L029","Lagerort 029"
"CHP2","CHS1","Rohmateriallager"
"6701","0004","finish good(wm)"
"2210","0088","Entrepot central"
"S332","L016","Lagerort 016"
"6101","0088","Almacén c/ WHM"
"0005","L030","Lagerort 030"
"6701","0005","raw Material(wm)"
"CHP2","CHS2","Halbzeuge/Ersatz"
"0005","L099","Lagerort 099"
"2210","0131","Maintenance"
"6701","0088","Lager 0088 (WM)"
"CHP2","CHS3","Fertig/Handelsw."
"6101","0100","Central WM"
"S332","L017","Lagerort 017"
"0005","L100","Lagerort 100"
"6702","0001","central store"
"CHP2","CHS4","FHM/Packmaterial"
"2210","0132","Expertise"
"0005","L101","Lagerort 101"
"6702","0002","Finish good(sto)"
"CHP2","CHS5","Gefahrst.-Klein."
"6101","0101","Central WM"
"S332","L018","Lagerort 018"
"0005","L102","Lagerort 102"
"6702","0003","Raw Material(sto"
"CHP2","CHS6","Troc./Luft/Licht"
"2210","1500","Kfz R. Rüttler"
"0005","L103","Lagerort 103"
"S332","L019","Lagerort 019"
"6101","0102","Central WM"
"6702","0004","finish good(wm)"
"CHP2","CHS7","Kühlraum/Licht"
"0005","L104","Lagerort 104"
"2210","1501","Kfz C.Wessendorf"
"CHP2","CHS8","HRL Paletten"
"6702","0005","raw Material(wm)"
"S332","L020","Lagerort 020"
"0005","L105","Lagerort 105"
"6101","0103","Central WM"
"CHP2","CHS9","Fasslager"
"6702","0010","Multimode SLOC"
"2210","1502","Kfz S. Garcia"
"0005","L106","Lagerort 106"
"7520","L118","Lagerort 118"
"S332","L021","Lagerort 021"
"CHP3","0001","Auslief.Lager"
"6702","0050","HUM Warehouse"
"6101","0104","Central WM"
"2210","1503","Kfz S. Reiter"
"0005","L107","Lagerort 107"
"7520","L119","Lagerort 119"
"CHP3","0002","Zentrallager"
"6702","0051","HUM Partner Loc"
"0005","L108","Lagerort 108"
"6101","0105","Central WM"
"2210","1504","Kfz T. Schlicker"
"7520","L120","Lagerort 120"
"6702","0055","HUM WHSE YM"
"CHP3","0003","WE-Lager Fertigu"
"0005","L109","Lagerort 109"
"7520","L121","Lagerort 121"
"6702","0088","Centr. Warehouse"
"CHP3","0004","FHM-Lager"
"0005","L110","Lagerort 110"
"2210","1505","Kfz G. Röhr"
"6101","0106","Central WM"
"6702","0089","US Central WHSE"
"7520","L122","Lagerort 122"
"CHP3","0005","Gefahrstoffe"
"0005","L111","Lagerort 111"
"6702","0090","US Central WH"
"2210","1506","Kfz K. Maier"
"7520","L123","Lagerort 123"
"CHP3","0088","WM Zentrallager"
"6101","0107","Central WM"
"0005","L112","Lagerort 112"
"6702","0092","DCC WHSE"
"7520","L124","Lagerort 124"
"CHP3","0100","Kühllager (HUM)"
"0005","L113","Lagerort 113"
"S332","L022","Lagerort 022"
"6702","0095","Midwest TRM Whse"
"2210","1507","Kfz M. Schiffers"
"7520","L125","Lagerort 125"
"CHP3","0101","Kühllager"
"6101","0108","Central WM"
"6702","0099","Receiving"
"0005","L114","Lagerort 114"
"7520","L126","Lagerort 126"
"CHP3","CHS0","Tanklager/Silo"
"6702","0301","Cross docking"
"2210","1509","Kfz M. Warnecke"
"S332","L023","Lagerort 023"
"6101","0109","Central WM"
"CHP3","CHS1","Rohmateriallager"
"0005","L115","Lagerort 115"
"7520","L127","Lagerort 127"
"6702","0302","Cross docking HU"
"2210","1522","Kfz S. Bergler"
"CHP3","CHS2","Halbzeuge/Ersatz"
"6702","3001","Prtn loc fr 0003"
"7520","L128","Lagerort 128"
"0005","L116","Lagerort 116"
"6101","0110","Central WM"
"CHP3","CHS3","Fertig/Handelsw."
"6702","CD","Cross docking"
"0005","L117","Lagerort 117"
"7520","L129","Lagerort 129"
"2210","1523","Kfz G. Kohl"
"CHP3","CHS4","FHM/Packmaterial"
"6101","0111","Central WM"
"6702","CUS1","Customer 1 MG"
"7520","L130","Lagerort 130"
"0005","L118","Lagerort 118"
"CHP3","CHS5","Gefahrst.-Klein."
"6702","CUS2","Customer 2 MG"
"2210","1524","Kfz W. Netzer"
"6101","0112","Central WM"
"0005","L119","Lagerort 119"
"CHP3","CHS6","Troc./Luft/Licht"
"7520","L199","Lagerort 199"
"S332","L024","Lagerort 024"
"6702","CUS3","Customer 3 MG"
"2210","1525","Kfz J. Völk"
"7520","LSS2","Lean WIP 2"
"0005","L120","Lagerort 120"
"CHP3","CHS7","Kühlraum/Licht"
"6702","DD01","DuFresne's DFT1"
"6101","0113","Central WM"
"S332","L025","Lagerort 025"
"7520","MAM1","MAM Storage Loc1"
"0005","L121","Lagerort 121"
"CHP3","CHS8","HRL Paletten"
"6702","DD02","DuFresne's DFT2"
"2210","1528","Kfz S. Dereser"
"S332","L026","Lagerort 026"
"7520","SL01","Storage Loc. 1"
"CHP3","CHS9","Fasslager"
"6702","DH20","WM Storage"
"0005","L122","Lagerort 122"
"6101","0114","Central WM"
"7530","0001","Warehouse 0001"
"2210","1529","Kfz H. Stock"
"CHP4","0001","Warehouse 0001"
"6702","FTMD","FT\, merchandise"
"0005","L123","Lagerort 123"
"S332","L027","Lagerort 027"
"6101","0115","Central WM"
"7530","0002","Warehouse 0002"
"CHP4","0002","Warehouse 0002"
"6702","FTRD","FT\, receipient"
"0005","L124","Lagerort 124"
"2210","PL01","ProdLine 1"
"S332","L028","Lagerort 028"
"7530","0088","Centr. Warehouse"
"CHP4","0088","Centr. Warehouse"
"0005","L125","Lagerort 125"
"6101","0116","Central WM"
"6702","ITSW","IT Office SW"
"CHP4","PH01","Pharma MES stor."
"7530","AFS","Avail. for sales"
"0005","L126","Lagerort 126"
"6702","KB00","Kanban"
"S332","L029","Lagerort 029"
"2210","PL02","ProdLine 2"
"6101","0117","Central WM"
"CHP4","PH02","Pharma MES/TRM"
"7530","CD01","Cross Docking"
"6702","KB01","Kanban Target"
"0005","L127","Lagerort 127"
"CHP5","0001","Warehouse 0001"
"S332","L030","Lagerort 030"
"7530","PL01","ProdLine 1/kanb"
"6702","KB02","Kanban source"
"0005","L128","Lagerort 128"
"2210","PL03","ProdLine 3/kanb"
"6101","0118","Central WM"
"CHP5","0002","Warehouse 0002"
"7530","PSA","Prod.Supply Area"
"6702","LSS1","Lean WIP 1"
"0005","L129","Lagerort 129"
"S332","L099","Lagerort 099"
"CHP5","0088","Centr. Warehouse"
"7530","ROD","Received on dock"
"2210","PL04","ProdLine 4/kanb"
"6702","MAM1","MAM Storage Loc1"
"0005","L130","Lagerort 130"
"6101","0119","Central WM"
"CHP5","CHS0","Tanklager/Silo"
"7530","SL01","Storage Loc. 1"
"S332","L100","Lagerort 100"
"0005","L199","Lagerort 199"
"6702","MG1","Warehouse Marco"
"CHP5","CHS1","Rohmateriallager"
"2210","PL05","ProdLine 5/kanb"
"7535","0001","Warehouse 0001"
"6101","0120","Central WM"
"S332","L101","Lagerort 101"
"0005","LSS2","Lean WIP 2"
"6702","NSER","Unservic. parts"
"CHP5","CHS2","Halbzeuge/Ersatz"
"7535","0002","Warehouse 0002"
"2210","PL06","ProdLine 6/kanb"
"6702","RFID","RFID storage loc"
"0005","MAM1","MAM Storage Loc1"
"CHP5","CHS3","Fertig/Handelsw."
"7535","0088","Centr. Warehouse"
"S332","L102","Lagerort 102"
"6101","0121","Central WM"
"6702","SERV","Servic. parts"
"CHP5","CHS4","FHM/Packmaterial"
"0006","0001","Warehouse 0001"
"7535","AFS","Avail. for sales"
"2210","SL01","Storage Loc. 1"
"S332","L103","Lagerort 103"
"6702","SRES","Storage Resource"
"6101","0122","Central WM"
"CHP5","CHS5","Gefahrst.-Klein."
"7535","PL01","ProdLine 1/kanb"
"0006","0002","Warehouse 0002"
"6702","VAN1","Van 1 MG"
"2210","SL02","B-Stock (No WM)"
"CHP5","CHS6","Troc./Luft/Licht"
"S332","L104","Lagerort 104"
"7535","PSA","Prod.Supply Area"
"6702","VAN2","Van 2 MG"
"0006","0003","HUM Not WSE MGT"
"6101","0123","Central WM"
"CHP5","CHS7","Kühlraum/Licht"
"7535","ROD","Received on dock"
"6702","VAN3","Van 3 MG"
"0006","0010","Multimode SLOC"
"2210","SL03","Repair Shop"
"S332","L105","Lagerort 105"
"7535","SL01","Storage Loc. 1"
"CHP5","CHS8","HRL Paletten"
"6101","0124","Central WM"
"6702","WIP1","DuFresne's WIP1"
"0006","0050","HUM Warehouse"
"7540","0001","Materials"
"CHP5","CHS9","Fasslager"
"S332","L106","Lagerort 106"
"6703","0001","central store"
"2210","SL04","External Repair"
