"","A","U","20190620","MM","0.00","0.00","0.00","3000","4.000","","","","","000000","","","0001","","IT1003","ST","00000000","","USD","3000","00","0","",""
"3030","A","","20190620","MM","2738.15","0.00","0.00","1000","119.000","","","","","000000","","","0001","","DG-1000","ST","00000000","","EUR","1000","00","0","",""
"3000","A","","20190620","MM","3538.14","0.00","0.00","1200","100.000","","","","","000000","","","0001","","DPC9024","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","191730.00","0.00","0.00","1200","1000.000","","","","","000000","","","PL01","","T-B4021","ST","00000000","","EUR","1200","00","0","",""
"3000","A","","20190620","MM","2190.00","0.00","0.00","3000","1500.000","","","","","000000","","","0001","","400-431","ST","00000000","","USD","3000","00","0","",""
"3000","A","","20190620","MM","35800.00","0.00","0.00","1100","5000.000","","","3-RI202","","000000","","","0002","","T-RI202","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","5621150.20","0.00","0.00","1200","9910.000","","","","","000000","","","0001","","T-ASB01","ST","00000000","","EUR","1200","00","0","",""
"3000","A","","20190620","MM","102000.00","0.00","0.00","1100","200000.000","","","","","000000","","","0002","","T-RF301","KG","00000000","","EUR","1100","00","0","",""
"","A","U","20190620","MM","0.00","0.00","0.00","3000","2.000","","","","","000000","","","0001","","IT1004","ST","00000000","","USD","3000","00","0","",""
"7920","A","","20190620","MM","500000.00","0.00","0.00","1000","10000.000","","","","","000000","","","0001","","000000000000001322","ST","00000000","","EUR","1000","00","0","",""
"3000","A","","20190620","MM","3712.49","0.00","0.00","1200","100.000","","","","","000000","","","0001","","DPC9025","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","191730.00","0.00","0.00","1200","1000.000","","","","","000000","","","PL01","","T-B4022","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","76298.04","0.00","0.00","1000","374.000","","","","","000000","","","0001","","DPC1002","ST","00000000","","EUR","1000","00","0","",""
"3000","A","","20190620","MM","2190.00","0.00","0.00","3000","1500.000","","","","","000000","","","0001","","400-432","ST","00000000","","USD","3000","00","0","",""
"3000","A","","20190620","MM","102000.00","0.00","0.00","1100","200000.000","","","","","000000","","","0002","","T-RF302","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","5621150.20","0.00","0.00","1200","9910.000","","","","","000000","","","0001","","T-ASB02","ST","00000000","","EUR","1200","00","0","",""
"","A","U","20190620","MM","0.00","0.00","0.00","3000","1.000","","","","","000000","","","0001","","IT1005","ST","00000000","","USD","3000","00","0","",""
"3000","A","","20190620","MM","35800.00","0.00","0.00","1100","5000.000","","","1-RI203","","000000","","","0002","","T-RI203","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","115.04","0.00","0.00","1100","90.000","","","T350A2","","000000","","","0001","","T-350","KG","00000000","","EUR","1100","00","0","",""
"3000","A","","20190620","MM","9634.27","0.00","0.00","1200","100.000","","","","","000000","","","0001","","DPC9026","ST","00000000","","EUR","1200","00","0","",""
"7920","A","","20190620","MM","300000.00","0.00","0.00","1000","10000.000","","","","","000000","","","0001","","000000000000001323","ST","00000000","","EUR","1000","00","0","",""
"3100","A","","20190620","MM","191730.00","0.00","0.00","1200","1000.000","","","","","000000","","","PL01","","T-B4023","ST","00000000","","EUR","1200","00","0","",""
"3000","A","","20190620","MM","102000.00","0.00","0.00","1100","200000.000","","","","","000000","","","0002","","T-RF303","KG","00000000","","EUR","1100","00","0","",""
"3000","A","","20190620","MM","547.50","0.00","0.00","3000","750.000","","","","","000000","","","0001","","400-433","ST","00000000","","USD","3000","00","0","",""
"3100","A","","20190620","MM","5621150.20","0.00","0.00","1200","9910.000","","","","","000000","","","0001","","T-ASB03","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","149604.00","0.00","0.00","1000","380.000","","","","","000000","","","0001","","DPC1003","ST","00000000","","EUR","1000","00","0","",""
"7900","A","","20190620","MM","2249.80","0.00","0.00","3000","70.000","","","","","000000","","","0001","","J4360","EA","00000000","","USD","3000","00","0","",""
"3000","A","","20190620","MM","35800.00","0.00","0.00","1100","5000.000","","","2-RI203","","000000","","","0002","","T-RI203","KG","00000000","","EUR","1100","00","0","",""
"3000","A","","20190620","MM","13120.26","0.00","0.00","1200","100.000","","","","","000000","","","0001","","DPC9027","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","127.82","0.00","0.00","1100","100.000","","","T350A3","","000000","","","0001","","T-350","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","191730.00","0.00","0.00","1200","1000.000","","","","","000000","","","PL01","","T-B4024","ST","00000000","","EUR","1200","00","0","",""
"3000","A","","20190620","MM","102000.00","0.00","0.00","1100","200000.000","","","","","000000","","","0002","","T-RF304","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","5621150.20","0.00","0.00","1200","9910.000","","","","","000000","","","0001","","T-ASB04","ST","00000000","","EUR","1200","00","0","",""
"7900","A","","20190620","MM","4720.00","0.00","0.00","3000","40.000","","","","","000000","","","0001","","J4361","EA","00000000","","USD","3000","00","0","",""
"7900","A","","20190620","MM","16060.00","0.00","0.00","3000","250.000","","","","","000000","","","0001","","400-500","ST","00000000","","USD","3000","00","0","",""
"3100","A","","20190620","MM","289624.87","0.00","0.00","1000","383.000","","","","","000000","","","0001","","DPC1004","ST","00000000","","EUR","1000","00","0","",""
"7920","A","","20190620","MM","1200000.00","0.00","0.00","1000","10000.000","","","","","000000","","","0001","","000000000000001324","ST","00000000","","EUR","1000","00","0","",""
"3000","A","","20190620","MM","35800.00","0.00","0.00","1100","5000.000","","","3-RI203","","000000","","","0002","","T-RI203","KG","00000000","","EUR","1100","00","0","",""
"3000","A","","20190620","MM","10691.62","0.00","0.00","1200","100.000","","","","","000000","","","0001","","DPC9028","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","127.83","0.00","0.00","1100","100.000","","","T350A4","","000000","","","0001","","T-350","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","191730.00","0.00","0.00","1200","1000.000","","","","","000000","","","PL01","","T-B4025","ST","00000000","","EUR","1200","00","0","",""
"3000","A","","20190620","MM","102000.00","0.00","0.00","1100","200000.000","","","","","000000","","","0002","","T-RF305","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","5621150.20","0.00","0.00","1200","9910.000","","","","","000000","","","0001","","T-ASB05","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","99880.00","0.00","0.00","3000","9988.000","","","","","000000","","","0001","","JF-101","EA","00000000","","USD","3000","00","0","",""
"3100","A","","20190620","MM","730.00","0.00","0.00","3000","50.000","","","","","000000","","","0001","","400-510","ST","00000000","","USD","3000","00","0","",""
"3100","A","","20190620","MM","68204.60","0.00","0.00","1000","740.000","","","","","000000","","","0001","","DPC1006","ST","00000000","","EUR","1000","00","0","",""
"3000","A","","20190620","MM","35800.00","0.00","0.00","1100","5000.000","","","1-RI204","","000000","","","0002","","T-RI204","KG","00000000","","EUR","1100","00","0","",""
"7920","A","","20190620","MM","4000000.00","0.00","0.00","1000","200000.000","","","","","000000","","","0001","","000000000000001326","ST","00000000","","EUR","1000","00","0","",""
"3000","A","","20190620","MM","150352.02","0.00","0.00","1200","300.000","","","","","000000","","","0001","","DPC9029","ST","00000000","","EUR","1200","00","0","",""
"3000","A","","20190620","MM","102000.00","0.00","0.00","1100","200000.000","","","","","000000","","","0002","","T-RF306","KG","00000000","","EUR","1100","00","0","",""
"7920","A","","20190620","MM","670.00","0.00","0.00","1100","1000.000","","","FQ100","","000000","","","0001","","T-FQ100","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","191730.00","0.00","0.00","1200","1000.000","","","","","000000","","","PL01","","T-B4026","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","5621150.20","0.00","0.00","1200","9910.000","","","","","000000","","","0001","","T-ASB06","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","2000.00","0.00","0.00","3000","200.000","","","","","000000","","","0001","","JML_1","EA","00000000","","USD","3000","00","0","",""
"3100","A","","20190620","MM","3650.00","0.00","0.00","3000","250.000","","","","","000000","","","0001","","400-511","ST","00000000","","USD","3000","00","0","",""
"3100","A","","20190620","MM","59514.37","0.00","0.00","1000","388.000","","","","","000000","","","0001","","DPC1007","ST","00000000","","EUR","1000","00","0","",""
"3000","A","","20190620","MM","35800.00","0.00","0.00","1100","5000.000","","","2-RI204","","000000","","","0002","","T-RI204","KG","00000000","","EUR","1100","00","0","",""
"3000","A","","20190620","MM","102000.00","0.00","0.00","1100","200000.000","","","","","000000","","","0002","","T-RF307","KG","00000000","","EUR","1100","00","0","",""
"3000","A","","20190620","MM","21991.18","0.00","0.00","1200","20.000","","","","","000000","","","0001","","DPC9030","ST","00000000","","EUR","1200","00","0","",""
"7920","A","","20190620","MM","670.00","0.00","0.00","1100","1000.000","","","FQ101","","000000","","","0001","","T-FQ101","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","5621150.20","0.00","0.00","1200","9910.000","","","","","000000","","","0001","","T-ASB07","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","191730.00","0.00","0.00","1200","1000.000","","","","","000000","","","PL01","","T-B4027","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","200000.00","0.00","0.00","3000","200.000","","","","","000000","","","0001","","JML_2","EA","00000000","","USD","3000","00","0","",""
"3100","A","","20190620","MM","3650.00","0.00","0.00","3000","250.000","","","","","000000","","","0001","","400-512","ST","00000000","","USD","3000","00","0","",""
"7920","A","","20190620","MM","2000000.00","0.00","0.00","1000","10000.000","","","","","000000","","","0001","","000000000000001327","ST","00000000","","EUR","1000","00","0","",""
"3100","A","","20190620","MM","35176.88","0.00","0.00","1000","344.000","","","","","000000","","","0001","","DPC1008","ST","00000000","","EUR","1000","00","0","",""
"3000","A","","20190620","MM","102000.00","0.00","0.00","1100","200000.000","","","","","000000","","","0002","","T-RF308","KG","00000000","","EUR","1100","00","0","",""
"3000","A","","20190620","MM","593.10","0.00","0.00","1200","200.000","","","","","000000","","","0001","","DPC9031","ST","00000000","","EUR","1200","00","0","",""
"7920","A","","20190620","MM","670.00","0.00","0.00","1100","1000.000","","","FQ102","","000000","","","0001","","T-FQ102","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","20000.00","0.00","0.00","3000","200.000","","","","","000000","","","0001","","JML_3","EA","00000000","","USD","3000","00","0","",""
"3100","A","","20190620","MM","5621150.20","0.00","0.00","1200","9910.000","","","","","000000","","","0001","","T-ASB08","ST","00000000","","EUR","1200","00","0","",""
"7920","A","","20190620","MM","8000.00","0.00","0.00","1000","10.000","","","","","000000","","","0001","","000000000000001328","ST","00000000","","EUR","1000","00","0","",""
"3100","A","","20190620","MM","3650.00","0.00","0.00","3000","250.000","","","","","000000","","","0001","","400-513","ST","00000000","","USD","3000","00","0","",""
"3100","A","","20190620","MM","7158.09","0.00","0.00","1000","400.000","","","","","000000","","","0001","","DPC1009","ST","00000000","","EUR","1000","00","0","",""
"3100","A","","20190620","MM","191730.00","0.00","0.00","1200","1000.000","","","","","000000","","","PL01","","T-B4028","ST","00000000","","EUR","1200","00","0","",""
"3000","A","","20190620","MM","35800.00","0.00","0.00","1100","5000.000","","","3-RI204","","000000","","","0002","","T-RI204","KG","00000000","","EUR","1100","00","0","",""
"3000","A","","20190620","MM","102000.00","0.00","0.00","1100","200000.000","","","","","000000","","","0002","","T-RF309","KG","00000000","","EUR","1100","00","0","",""
"3000","A","","20190620","MM","357.90","0.00","0.00","1200","200.000","","","","","000000","","","0001","","DPC9032","ST","00000000","","EUR","1200","00","0","",""
"7920","A","","20190620","MM","670.00","0.00","0.00","1100","1000.000","","","FQ103","","000000","","","0001","","T-FQ103","KG","00000000","","EUR","1100","00","0","",""
"7910","A","","20190620","MM","100000.00","0.00","0.00","3000","100.000","","","","","000000","","","0001","","K3000","EA","00000000","","USD","3000","00","0","",""
"3100","A","","20190620","MM","5621150.20","0.00","0.00","1200","9910.000","","","","","000000","","","0001","","T-ASB09","ST","00000000","","EUR","1200","00","0","",""
"7920","A","","20190620","MM","14400.00","0.00","0.00","1000","120.000","","","","","000000","","","0001","","000000000000001333","ST","00000000","","EUR","1000","00","0","",""
"3100","A","","20190620","MM","3650.00","0.00","0.00","3000","250.000","","","","","000000","","","0001","","400-520","ST","00000000","","USD","3000","00","0","",""
"3100","A","","20190620","MM","7771.64","0.00","0.00","1000","400.000","","","","","000000","","","0001","","DPC1010","ST","00000000","","EUR","1000","00","0","",""
"3000","A","","20190620","MM","102000.00","0.00","0.00","1100","200000.000","","","","","000000","","","0002","","T-RF310","KG","00000000","","EUR","1100","00","0","",""
"3000","A","","20190620","MM","35800.00","0.00","0.00","1100","5000.000","","","1-RI205","","000000","","","0002","","T-RI205","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","191730.00","0.00","0.00","1200","1000.000","","","","","000000","","","PL01","","T-B4029","ST","00000000","","EUR","1200","00","0","",""
"3000","A","","20190620","MM","1053.26","0.00","0.00","1200","200.000","","","","","000000","","","0001","","DPC9033","ST","00000000","","EUR","1200","00","0","",""
"7920","A","","20190620","MM","670.00","0.00","0.00","1100","1000.000","","","FQ104","","000000","","","0001","","T-FQ104","KG","00000000","","EUR","1100","00","0","",""
"3030","A","","20190620","MM","228.33","0.00","0.00","3000","177.000","","","","","000000","","","0001","","KP-100","L","00000000","","USD","3000","00","0","",""
"3100","A","","20190620","MM","5621150.20","0.00","0.00","1200","9910.000","","","","","000000","","","0001","","T-ASB10","ST","00000000","","EUR","1200","00","0","",""
"7920","A","","20190620","MM","25.00","0.00","0.00","1000","5.000","","","","","000000","","","0001","","000000000000001334","ST","00000000","","EUR","1000","00","0","",""
"3100","A","","20190620","MM","3650.00","0.00","0.00","3000","250.000","","","","","000000","","","0001","","400-521","ST","00000000","","USD","3000","00","0","",""
"3100","A","","20190620","MM","8876.03","0.00","0.00","1000","400.000","","","","","000000","","","0001","","DPC1011","ST","00000000","","EUR","1000","00","0","",""
"3000","A","","20190620","MM","102000.00","0.00","0.00","1100","200000.000","","","","","000000","","","0002","","T-RF311","KG","00000000","","EUR","1100","00","0","",""
"3000","A","","20190620","MM","35800.00","0.00","0.00","1100","5000.000","","","2-RI205","","000000","","","0002","","T-RI205","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","191730.00","0.00","0.00","1200","1000.000","","","","","000000","","","PL01","","T-B4030","ST","00000000","","EUR","1200","00","0","",""
"3000","A","","20190620","MM","3988.08","0.00","0.00","1200","1000.000","","","","","000000","","","0001","","DPC9041","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","3000.00","0.00","0.00","3000","100.000","","","","","000000","","","0001","","LES-566","EA","00000000","","USD","3000","00","0","",""
"7920","A","","20190620","MM","670.00","0.00","0.00","1100","1000.000","","","FQ105","","000000","","","0001","","T-FQ105","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","5621150.20","0.00","0.00","1200","9910.000","","","","","000000","","","0001","","T-ASB11","ST","00000000","","EUR","1200","00","0","",""
"7920","A","","20190620","MM","25.00","0.00","0.00","1000","5.000","","","","","000000","","","0001","","000000000000001335","ST","00000000","","EUR","1000","00","0","",""
"3100","A","","20190620","MM","3650.00","0.00","0.00","3000","250.000","","","","","000000","","","0001","","400-522","ST","00000000","","USD","3000","00","0","",""
"3000","A","","20190620","MM","102000.00","0.00","0.00","1100","200000.000","","","","","000000","","","0002","","T-RF312","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","15297.85","0.00","0.00","1000","400.000","","","","","000000","","","0001","","DPC1013","ST","00000000","","EUR","1000","00","0","",""
"3100","A","","20190620","MM","12780.00","0.00","0.00","1200","1000.000","","","","","000000","","","PL01","","T-B5000","ST","00000000","","EUR","1200","00","0","",""
"3000","A","","20190620","MM","2403.07","0.00","0.00","1200","1000.000","","","","","000000","","","0001","","DPC9042","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","5621150.20","0.00","0.00","1200","9910.000","","","","","000000","","","0001","","T-ASB12","ST","00000000","","EUR","1200","00","0","",""
"7920","A","","20190620","MM","3600.00","0.00","0.00","1000","60.000","","","","","000000","","","0001","","000000000000001336","ST","00000000","","EUR","1000","00","0","",""
"7920","A","","20190620","MM","670.00","0.00","0.00","1100","1000.000","","","FQ106","","000000","","","0001","","T-FQ106","KG","00000000","","EUR","1100","00","0","",""
"3000","A","","20190620","MM","35800.00","0.00","0.00","1100","5000.000","","","3-RI205","","000000","","","0002","","T-RI205","KG","00000000","","EUR","1100","00","0","",""
"3000","A","","20190620","MM","102000.00","0.00","0.00","1100","200000.000","","","","","000000","","","0002","","T-RF313","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","3650.00","0.00","0.00","3000","250.000","","","","","000000","","","0001","","400-523","ST","00000000","","USD","3000","00","0","",""
"3100","A","","20190620","MM","500.00","0.00","0.00","3000","1000.000","","","","","000000","","","0001","","LES-TP","EA","00000000","","USD","3000","00","0","",""
"3100","A","","20190620","MM","11452.94","0.00","0.00","1000","200.000","","","","","000000","","","0001","","DPC1014","ST","00000000","","EUR","1000","00","0","",""
"3100","A","","20190620","MM","12780.00","0.00","0.00","1200","1000.000","","","","","000000","","","PL01","","T-B5001","ST","00000000","","EUR","1200","00","0","",""
"3000","A","","20190620","MM","5879.86","0.00","0.00","1200","1000.000","","","","","000000","","","0001","","DPC9043","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","5621150.20","0.00","0.00","1200","9910.000","","","","","000000","","","0001","","T-ASB13","ST","00000000","","EUR","1200","00","0","",""
"7920","A","","20190620","MM","4225.00","0.00","0.00","1000","65.000","","","","","000000","","","0001","","000000000000001337","ST","00000000","","EUR","1000","00","0","",""
"7920","A","","20190620","MM","670.00","0.00","0.00","1100","1000.000","","","FQ107","","000000","","","0001","","T-FQ107","KG","00000000","","EUR","1100","00","0","",""
"3000","A","","20190620","MM","18250.00","0.00","0.00","3000","250.000","","","","","000000","","","0001","","400-600","ST","00000000","","USD","3000","00","0","",""
"3100","A","","20190620","MM","1603.36","0.00","0.00","1000","16.000","","","","","000000","","","0001","","DPC1015","ST","00000000","","EUR","1000","00","0","",""
"7920","A","","20190620","MM","300000.00","0.00","0.00","3000","10000.000","","","","","000000","","","0001","","LES-US1","EA","00000000","","USD","3000","00","0","",""
"3000","A","","20190620","MM","102000.00","0.00","0.00","1100","200000.000","","","","","000000","","","0002","","T-RF314","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","12780.00","0.00","0.00","1200","1000.000","","","","","000000","","","PL01","","T-B5002","ST","00000000","","EUR","1200","00","0","",""
"3000","A","","20190620","MM","3998.30","0.00","0.00","1200","400.000","","","","","000000","","","0001","","DPC9050","ST","00000000","","EUR","1200","00","0","",""
"3000","A","","20190620","MM","35800.00","0.00","0.00","1100","5000.000","","","1-RI206","","000000","","","0002","","T-RI206","KG","00000000","","EUR","1100","00","0","",""
"7920","A","","20190620","MM","4900.00","0.00","0.00","1000","70.000","","","","","000000","","","0001","","000000000000001338","ST","00000000","","EUR","1000","00","0","",""
"3100","A","","20190620","MM","5621150.20","0.00","0.00","1200","9910.000","","","","","000000","","","0001","","T-ASB14","ST","00000000","","EUR","1200","00","0","",""
"7900","A","","20190620","MM","22274.00","0.00","0.00","3000","100.000","","","","","000000","","","0001","","401-100","ST","00000000","","USD","3000","00","0","",""
"7920","A","","20190620","MM","670.00","0.00","0.00","1100","1000.000","","","FQ108","","000000","","","0001","","T-FQ108","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","11248.42","0.00","0.00","1000","195.000","","","","","000000","","","0001","","DPC1018","ST","00000000","","EUR","1000","00","0","",""
"3100","A","","20190620","MM","10000.00","0.00","0.00","3000","1000.000","","","","","000000","","","0001","","LES-XSI","EA","00000000","","USD","3000","00","0","",""
"3000","A","","20190620","MM","33881.01","0.00","0.00","1200","350.000","","","","","000000","","","0001","","DPC9051","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","12780.00","0.00","0.00","1200","1000.000","","","","","000000","","","PL01","","T-B5003","ST","00000000","","EUR","1200","00","0","",""
"3000","A","","20190620","MM","102000.00","0.00","0.00","1100","200000.000","","","","","000000","","","0002","","T-RF315","KG","00000000","","EUR","1100","00","0","",""
"7920","A","","20190620","MM","5625.00","0.00","0.00","1000","75.000","","","","","000000","","","0001","","000000000000001339","ST","00000000","","EUR","1000","00","0","",""
"3100","A","","20190620","MM","5621150.20","0.00","0.00","1200","9910.000","","","","","000000","","","0001","","T-ASB15","ST","00000000","","EUR","1200","00","0","",""
"7900","A","","20190620","MM","20799.00","0.00","0.00","3000","100.000","","","","","000000","","","0001","","401-200","ST","00000000","","USD","3000","00","0","",""
"3100","A","","20190620","MM","84400.00","0.00","0.00","3000","844.000","","","","","000000","","","0001","","MB01","CSE","00000000","","USD","3000","00","0","",""
"7920","A","","20190620","MM","670.00","0.00","0.00","1100","1000.000","","","FQ109","","000000","","","0001","","T-FQ109","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","21474.26","0.00","0.00","1000","100.000","","","","","000000","","","0001","","DPC1019","ST","00000000","","EUR","1000","00","0","",""
"3000","A","","20190620","MM","35800.00","0.00","0.00","1100","5000.000","","","2-RI206","","000000","","","0002","","T-RI206","KG","00000000","","EUR","1100","00","0","",""
"3000","A","","20190620","MM","14694.53","0.00","0.00","1200","200.000","","","","","000000","","","0001","","DPC9060","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","12780.00","0.00","0.00","1200","1000.000","","","","","000000","","","PL01","","T-B5004","ST","00000000","","EUR","1200","00","0","",""
"7920","A","","20190620","MM","6400.00","0.00","0.00","1000","80.000","","","","","000000","","","0001","","000000000000001340","ST","00000000","","EUR","1000","00","0","",""
"3100","A","","20190620","MM","5621150.20","0.00","0.00","1200","9910.000","","","","","000000","","","0001","","T-ASB16","ST","00000000","","EUR","1200","00","0","",""
"7900","A","","20190620","MM","21900.00","0.00","0.00","3000","100.000","","","","","000000","","","0001","","401-300","ST","00000000","","USD","3000","00","0","",""
"3000","A","","20190620","MM","102000.00","0.00","0.00","1100","200000.000","","","","","000000","","","0002","","T-RF316","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","49200.00","0.00","0.00","3000","984.000","","","","","000000","","","0001","","MB02","CSE","00000000","","USD","3000","00","0","",""
"7920","A","","20190620","MM","670.00","0.00","0.00","1100","1000.000","","","FQ110","","000000","","","0001","","T-FQ110","KG","00000000","","EUR","1100","00","0","",""
"3100","A","","20190620","MM","97800.00","0.00","0.00","1000","100.000","","","","","000000","","","0001","","DPC1020","ST","00000000","","EUR","1000","00","0","",""
"3000","A","","20190620","MM","22447.66","0.00","0.00","1200","180.000","","","","","000000","","","0001","","DPC9061","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","12780.00","0.00","0.00","1200","1000.000","","","","","000000","","","PL01","","T-B5005","ST","00000000","","EUR","1200","00","0","",""
"3000","A","","20190620","MM","35800.00","0.00","0.00","1100","5000.000","","","3-RI206","","000000","","","0002","","T-RI206","KG","00000000","","EUR","1100","00","0","",""
"7920","A","","20190620","MM","7225.00","0.00","0.00","1000","85.000","","","","","000000","","","0001","","000000000000001341","ST","00000000","","EUR","1000","00","0","",""
"3100","A","","20190620","MM","5621150.20","0.00","0.00","1200","9910.000","","","","","000000","","","0001","","T-ASB17","ST","00000000","","EUR","1200","00","0","",""
"3100","A","","20190620","MM","98800.00","0.00","0.00","3000","988.000","","","","","000000","","","0001","","MB03","EA","00000000","","USD","3000","00","0","",""
"7900","A","","20190620","MM","16314.00","0.00","0.00","3000","100.000","","","","","000000","","","0001","","401-400","ST","00000000","","USD","3000","00","0","",""
"7920","A","","20190620","MM","670.00","0.00","0.00","1100","1000.000","","","FQ111","","000000","","","0001","","T-FQ111","KG","00000000","","EUR","1100","00","0","",""
