"","C","0080012871","C","","210.000","1000","","20030912","","KG","CFR","Bonn","06","0000002007","0000002007","LF","20030910","","","02","","210.000","","","","00000000","00000000","","J","1000","","0.000","1200","20030910","20030915","","1","0","K4","5"
"","C","0080009408","C","Tor 1","1222.000","R100","","20010808","","LB","","","","","R111","NL","20010810","","","02","","1175.000","","","","00000000","00000000","","J","R100","FT3","65.048","R100","20010810","20010808","R111","1","0","K4","-2"
"","C","0080005363","C","Unloading point 01","3020.000","R300","","19990707","","LB","","","","R312","R312","NL","19990709","","","02","","0.000","","","","00000000","00000000","R300/1","J","R300","IN3","32616.000","R300","19990708","19990707","R312","1","0","K4","-1"
"","C","0080014495","C","","871.000","3000","","20050610","","KG","FOB","From the Plant","","0000300704","0000300704","LF","20051013","","","02","","871.000","","","","00000000","00000000","000001","J","3020","","0.000","3200","20051013","20050612","","1","0","K4","-123"
"","C","0080017286","C","","6160.000","2500","","20120905","","KG","FH","Berlin","02","0000002503","0000002503","LF","20120912","","","02","","5500.000","","","","00000000","00000000","","J","2500","M3","16.500","2500","20120912","20120905","","1","0","K4","-7"
"","C","0080005641","C","Tor 1","3497.000","R100","","19990903","","LB","","","","R111","R111","NL","19990906","","","02","","1681.280","","","","00000000","00000000","","J","R100","IN3","30128.000","R100","19990904","19990913","R111","1","0","K4","9"
"","C","0080007076","C","","103.800","1000","","20000515","","KG","CPT","Hamburg","01","0000001172","0000001172","LF","20000511","","","01","","103.800","","","","00000000","00000000","R00100","J","1000","M3","0.900","1200","20000510","20000531","","1","0","K4","21"
"","C","0080011074","C","","0.800","1000","","20020905","","KG","FH","München","02","0000001033","0000001033","LF","20020916","","","02","","0.800","","","","00000000","00000000","R00120","J","1000","M3","0.016","1200","20020913","20020905","","1","0","K4","-8"
"","C","0080012873","C","","1045.000","1000","","20030912","","KG","CPT","München","02","0000001033","0000001033","LF","20030910","","","02","","1045.000","","","","00000000","00000000","R00120","J","1000","","0.000","1200","20030909","20030915","","1","0","K4","6"
"","C","0080009409","C","Tor 1","1534.000","R100","","20010808","","LB","","","","","R112","NL","20010810","","","02","","1475.000","","","","00000000","00000000","","J","R100","FT3","81.656","R100","20010810","20010808","R112","1","0","K4","-2"
"","C","0080003379","C","","242.100","1000","","19970124","","KG","CIP","Stuttgart","02","0000002004","0000002004","LF","19970124","","","02","","242.100","","","","00000000","00000000","R00125","J","1000","","0.000","1200","19970123","19970128","","1","0","K4","5"
"","C","0080005364","C","Unloading point 01","3700.000","R300","","19990707","","LB","","","","R313","R313","NL","19990709","","","02","","0.000","","","","00000000","00000000","R300/1","J","R300","IN3","39960.000","R300","19990708","19990707","R313","1","0","K4","-1"
"","C","0080014516","C","","3089.000","3000","","20050614","","KG","FOB","From the Plant","","0000300711","0000300711","LF","20050606","","","02","","2670.000","","","","00000000","00000000","","J","3000","","0.000","3000","20050606","20050614","","1","0","K4","8"
"","C","0080017287","C","","9800.000","2500","","20120905","","KG","FH","Berlin","02","0000002503","0000002503","LF","20120912","","","02","","8750.000","","","","00000000","00000000","","J","2500","M3","26.250","2500","20120912","20120905","","1","0","K4","-7"
"","C","0080005644","C","Unloading point 01","2639.000","R300","","19990906","","LB","","","","R311","R311","NL","19990910","","","02","","1268.772","","","","00000000","00000000","R300/1","J","R300","IN3","22736.000","R300","19990909","19990906","R311","1","0","K4","-3"
"","C","0080007077","C","","2731.400","1000","","20000515","","KG","CPT","Frankfurt","02","0000002140","0000002140","LF","20000511","","","02","","2731.400","","","","00000000","00000000","R00130","J","1000","M3","6.000","1200","20000510","20000531","","1","0","K4","21"
"","C","0080009800","C","Unloading point 01","2550.000","R300","","20011107","","LB","","","","","R310","NL","20011109","","","02","","2325.600","","","","00000000","00000000","000001","J","R300","FT3","258.060","R301","20011109","20011107","R310","1","0","K4","-2"
"","C","0080011079","C","Tor Süd  / 01","0.800","1000","","20020905","","KG","FH","Nürnberg","02","0000001002","0000001002","LF","20020916","","","02","","0.800","","","","00000000","00000000","R00115","J","1000","M3","0.016","1999","20020913","20020905","","1","0","K4","-8"
"","C","0080012876","C","","328.000","1000","","20030912","","KG","CPT","Hamburg","01","0000001172","0000001172","LF","20030912","","","01","","328.000","","","","00000000","00000000","R00100","J","1000","","0.000","1200","20030911","20030915","","1","0","K4","4"
"","C","0080009411","C","Tor 1","2100.000","R100","","20010808","","LB","","","","","R111","NL","20010810","","","02","","1968.750","","","","00000000","00000000","","J","R100","FT3","145.320","R100","20010810","20010808","R111","1","0","K4","-2"
"","C","0080017288","C","","8680.000","2500","","20120905","","KG","FH","Berlin","02","0000002503","0000002503","LF","20120912","","","02","","7750.000","","","","00000000","00000000","","J","2500","M3","23.250","2500","20120912","20120905","","1","0","K4","-7"
"","C","0080014518","C","","224.000","3000","","20050614","","KG","FOB","From the Plant","02","0000300700","0000300700","LF","20050606","","","02","","224.000","","","","00000000","00000000","000001","J","3020","","0.000","3200","20050606","20050614","","1","0","K4","8"
"","C","0080007081","C","","102.000","1000","","20000515","","KG","CFR","Bonn","06","0000002007","0000002007","LF","20000515","","","02","","102.000","","","","00000000","00000000","R00135","J","1000","M3","0.900","1200","20000512","20000531","","1","0","K4","19"
"","C","0080005381","C","Unloading point 01","1956.000","R300","","19990707","","LB","","","","R310","R310","NL","19990709","","","02","","0.000","","","","00000000","00000000","R300/1","J","R300","FT3","327.630","R300","19990708","19990707","R310","1","0","K4","-1"
"","C","0080005648","C","Unloading point 01","483.000","R300","","19990906","","LB","","","","R311","R311","NL","19990910","","","02","","460.008","","","","00000000","00000000","R300/1","J","R300","FT3","25.760","R300","19990909","19990906","R311","1","0","K4","-3"
"","C","0080009803","C","Unloading point 01","2350.000","R300","","20011107","","LB","","","","","R313","NL","20011109","","","02","","2143.200","","","","00000000","00000000","000001","J","R300","FT3","237.820","R301","20011109","20011107","R313","1","0","K4","-2"
"","C","0080009412","C","Tor 1","2620.000","R100","","20010808","","LB","","","","","R112","NL","20010810","","","02","","2456.250","","","","00000000","00000000","","J","R100","FT3","181.304","R100","20010810","20010808","R112","1","0","K4","-2"
"","C","0080003383","C","","104.200","1000","","19970124","","KG","CFR","Köln","03","0000002130","0000002130","LF","19970124","","","02","","104.200","","","","00000000","00000000","R00135","J","1000","","0.000","1200","19970123","19970128","","1","0","K4","5"
"","C","0080012878","C","","915.000","1000","","20030912","","KG","CFR","Hannover","02","0000002200","0000002200","LF","20030912","","","02","","915.000","","","","00000000","00000000","R00145","J","1000","","0.000","1200","20030911","20030915","","1","0","K4","4"
"","C","0080017298","C","","4200.000","2400","","20121005","","KG","FH","","02","0000002401","0000002401","LF","20121012","","","01","","3750.000","","","","00000000","00000000","","J","2400","M3","11.250","2400","20121012","20121005","","1","0","K4","-7"
"","C","0080005652","C","Unloading point 01","1209.000","R300","","19990906","","LB","","","","R311","R311","NL","19990910","","","02","","1162.521","","","","00000000","00000000","R300/1","J","R300","FT3","64.356","R300","19990909","19990906","R311","1","0","K4","-3"
"","C","0080007082","C","","2802.800","1000","","20000515","","KG","CPT","Frankfurt","02","0000002140","0000002140","LF","20000515","","","02","","2802.800","","","","00000000","00000000","R00130","J","1000","M3","7.050","1200","20000512","20000531","","1","0","K4","19"
"","C","0080014520","C","","854.000","3000","","20050614","","KG","FOB","From the Plant","","0000300710","0000300710","LF","20050606","","","02","","854.000","","","","00000000","00000000","000001","J","3020","","0.000","3200","20050606","20050614","","1","0","K4","8"
"","C","0080009804","C","Unloading point 01","650.000","R300","","20011107","","LB","","","","","R310","NL","20011109","","","02","","650.000","","","","00000000","00000000","000001","J","R300","IN3","13000.000","R301","20011109","20011107","R310","1","0","K4","-2"
"","C","0080005382","C","Unloading point 01","1164.000","R300","","19990707","","LB","","","","R311","R311","NL","19990709","","","02","","0.000","","","","00000000","00000000","R300/1","J","R300","FT3","194.970","R300","19990708","19990707","R311","1","0","K4","-1"
"","C","0080009414","C","Tor 1","180.000","R100","","20010808","","LB","","","","","R111","NL","20010810","","","02","","165.000","","","","00000000","00000000","","J","R100","FT3","10.500","R100","20010810","20010808","R111","1","0","K4","-2"
"","C","0080011080","C","Unloading point 01","3952.000","R300","","20020905","","LB","","","","","R310","NL","20020907","","","02","","1900.000","","","","00000000","00000000","R300/1","J","R300","IN3","34048.000","R300","20020907","20020927","R310","1","0","K4","20"
"","C","0080012879","C","","18500.000","1000","","20030912","","KG","CIF","New York","02","0000001901","0000001901","LF","20030929","","","02","","18500.000","","","","00000000","00000000","R00041","J","1000","","0.000","1000","20030915","20030915","","1","0","K4","0"
"","C","0080003387","C","","245.000","1000","","19970124","","KG","CIP","Stuttgart","02","0000002004","0000002004","LF","19970127","","","02","","245.000","","","","00000000","00000000","R00125","J","1000","","0.000","1200","19970124","19970128","","1","0","K4","4"
"","C","0080005656","C","Unloading point 01","2430.000","R300","","19990906","","LB","","","","R311","R311","NL","19990910","","","02","","2278.165","","","","00000000","00000000","R300/1","J","R300","FT3","168.156","R300","19990909","19990906","R311","1","0","K4","-3"
"","","0080014542","C","","3680.000","SL01","","20050622","","KG","EXW","Rutherford","","0000023422","0000023423","LF","20050624","","","00","","2000.000","","","","00000000","00000000","000003","J","SL31","","0.000","SL31","20050623","20050423","","1","0","K4","-61"
"","C","0080009807","C","Unloading point 01","590.000","R300","","20011107","","LB","","","","","R313","NL","20011109","","","02","","590.000","","","","00000000","00000000","000001","J","R300","IN3","11800.000","R301","20011109","20011107","R313","1","0","K4","-2"
"","C","0080007089","C","Tor Süd","10520.000","1000","","20000518","","KG","CIP","Frankfurt","02","0000001001","0000001001","LF","20000519","","","02","","10520.000","","","","00000000","00000000","R00130","J","1000","M3","210.400","1200","20000518","20000519","","1","0","K4","1"
"","C","0080009415","C","Tor 1","222.000","R100","","20010808","","LB","","","","","R112","NL","20010810","","","02","","203.500","","","","00000000","00000000","","J","R100","FT3","12.950","R100","20010810","20010808","R112","1","0","K4","-2"
"","C","0080005383","C","Unloading point 01","1404.000","R300","","19990707","","LB","","","","R312","R312","NL","19990709","","","02","","0.000","","","","00000000","00000000","R300/1","J","R300","FT3","235.170","R300","19990708","19990707","R312","1","0","K4","-1"
"","C","0080011084","C","Unloading point 01","724.500","R300","","20020905","","LB","","","","","R310","NL","20020907","","","02","","690.000","","","","00000000","00000000","R300/1","J","R300","FT3","38.640","R300","20020907","20020927","R310","1","0","K4","20"
"","C","0080012881","C","","440.000","1000","","20030912","","KG","CFR","Köln","03","0000002130","0000002130","LF","20030916","","","02","","440.000","","","","00000000","00000000","R00135","J","1000","","0.000","1200","20030915","20030915","","1","0","K4","0"
"","C","0080017300","C","","7560.000","2400","","20121005","","KG","FH","","02","0000002401","0000002401","LF","20121012","","","01","","6750.000","","","","00000000","00000000","","J","2400","M3","20.250","2400","20121012","20121005","","1","0","K4","-7"
"","C","0080003391","C","","121.500","1000","","19970124","","KG","CPT","Hamburg","03","0000001171","0000001171","LF","19970124","","","01","","121.500","","","","00000000","00000000","R00100","J","1000","","0.000","1200","19970124","19970128","","1","0","K4","4"
"","C","0080005660","C","Unloading point 01","306.000","R300","","19990906","","LB","","","","R311","R311","NL","19990910","","","02","","280.500","","","","00000000","00000000","R300/1","J","R300","FT3","17.850","R300","19990909","19990906","R311","1","0","K4","-3"
"","","0080014543","A","","3680.000","SL01","","20050627","","KG","EXW","Rutherford","","0000023422","0000023423","LF","20050705","","","00","","2000.000","","","","00000000","00000000","000003","J","SL31","","0.000","SL31","20050704","00000000","","1","0","K4","0"
"","C","0080009812","C","Unloading point 01","128088.000","R300","","20011108","","OZ","","","","","R313","NL","20011112","","","02","","94880.000","","","","00000000","00000000","R300/1","J","R300","FT3","253.804","R300","20011109","20011108","R313","1","0","K4","-1"
"","C","0080007090","C","","4120.000","1000","","20000518","","KG","CIP","Gera","02","0000001175","0000001175","LF","20000518","","","03","","4120.000","","","","00000000","00000000","R00150","J","1000","M3","82.400","1200","20000518","20000519","","1","0","K4","1"
"","C","0080009417","C","Tor 1","3721.000","R100","","20010808","","LB","","","","","R111","NL","20010810","","","02","","3721.000","","","","00000000","00000000","","J","R100","IN3","167445.000","R100","20010810","20010808","R111","1","0","K4","-2"
"","C","0080005384","C","Unloading point 01","1716.000","R300","","19990707","","LB","","","","R313","R313","NL","19990709","","","02","","0.000","","","","00000000","00000000","R300/1","J","R300","FT3","287.430","R300","19990708","19990707","R313","1","0","K4","-1"
"","C","0080011089","C","Unloading point 01","1820.000","R300","","20020905","","LB","","","","","R310","NL","20020907","","","02","","1750.000","","","","00000000","00000000","R300/1","J","R300","FT3","96.880","R300","20020907","20020927","R310","1","0","K4","20"
"","C","0080017301","C","","3080.000","2400","","20121005","","KG","FH","","02","0000002402","0000002402","LF","20121012","","","02","","2750.000","","","","00000000","00000000","","J","2400","M3","8.250","2400","20121012","20121005","","1","0","K4","-7"
"","C","0080012883","C","","1215.900","1000","","20030912","","KG","CPT","Frankfurt","02","0000002140","0000002140","LF","20030916","","","02","","1215.900","","","","00000000","00000000","R00130","J","1000","","0.000","1200","20030915","20030915","","1","0","K4","0"
"","C","0080003394","C","","379.000","1000","","19970124","","KG","CIP","Stuttgart","02","0000002004","0000002004","LF","19970128","","","02","","379.000","","","","00000000","00000000","R00125","J","1000","","0.000","1200","19970127","19970128","","1","0","K4","1"
"","C","0080005712","C","Tor 1","766.500","R100","","19990908","","LB","","","","R110","R110","NL","19990910","","","02","","730.013","","","","00000000","00000000","","J","R100","FT3","40.880","R100","19990910","19990908","R110","1","0","K4","-2"
"","C","0080014575","C","","668.175","3000","","20050713","","KG","FOB","From the Plant","","0000300701","0000300701","LF","20050714","","","02","","668.175","","","","00000000","00000000","","J","3020","","0.000","3200","20050714","20050713","","1","0","K4","-1"
"","C","0080009418","C","Tor 1","4651.000","R100","","20010808","","LB","","","","","R112","NL","20010810","","","02","","4651.000","","","","00000000","00000000","","J","R100","IN3","209295.000","R100","20010810","20010808","R112","1","0","K4","-2"
"","C","0080009816","C","Unloading point 01","14985.000","R300","","20011108","","LB","","","","","R313","NL","20011112","","","02","","5550.000","","","","00000000","00000000","R300/1","J","R300","FT3","118.770","R300","20011109","20011108","R313","1","0","K4","-1"
"","C","0080005462","C","Tor 1","3200.000","R100","","19990805","","LB","","","","R110","R110","NL","19990809","","","02","","0.000","","","","00000000","00000000","","J","R100","IN3","34560.000","R100","19990807","19990805","R110","1","0","K4","-2"
"","C","0080007091","C","Tor Nord","7080.000","1000","","20000518","","KG","CPT","Hannover","02","0000001300","0000001300","LF","20000523","","","02","","7080.000","","","","00000000","00000000","R00145","J","1000","M3","96.200","1200","20000522","20000519","","1","0","K4","-3"
"","C","0080011093","C","Unloading point 01","3640.000","R300","","20020905","","LB","","","","","R310","NL","20020907","","","02","","3412.500","","","","00000000","00000000","R300/1","J","R300","FT3","251.888","R300","20020907","20020927","R310","1","0","K4","20"
"","C","0080017303","C","","7840.000","2400","","20121005","","KG","FH","","02","0000002402","0000002402","LF","20121012","","","02","","7000.000","","","","00000000","00000000","","J","2400","M3","21.000","2400","20121012","20121005","","1","0","K4","-7"
"","C","0080012884","C","","7140.000","1000","","20030912","","KG","CIF","Stuttgart","02","0000001174","0000001174","LF","20030918","","","02","","7140.000","","","","00000000","00000000","R00030","J","1000","","0.000","1000","20030917","20030915","","1","0","K4","-2"
"","C","0080003395","C","","368.300","1000","","19970124","","KG","CFR","Hannover","02","0000002200","0000002200","LF","19970127","","","02","","368.300","","","","00000000","00000000","R00145","J","1000","","0.000","1200","19970127","19970128","","1","0","K4","1"
"","C","0080005715","C","Tor 1","3050.000","R100","","19990908","","LB","","","","R110","R110","NL","19990910","","","02","","2781.600","","","","00000000","00000000","","J","R100","FT3","308.660","R100","19990910","19990908","R110","1","0","K4","-2"
"","C","0080009420","C","Tor 1","3410.000","R100","","20010808","","LB","","","","","R111","NL","20010810","","","02","","3410.000","","","","00000000","00000000","","J","R100","IN3","153450.000","R100","20010810","20010808","R111","1","0","K4","-2"
"","C","0080005463","C","Tor 1","2140.000","R100","","19990805","","LB","","","","R111","R111","NL","19990809","","","02","","0.000","","","","00000000","00000000","","J","R100","IN3","23112.000","R100","19990807","19990805","R111","1","0","K4","-2"
"","C","0080014576","C","","871.000","3000","","20050713","","KG","FOB","From the Plant","","0000300704","0000300704","LF","20050720","","","02","","871.000","","","","00000000","00000000","000001","J","3020","","0.000","3200","20050720","20050713","","1","0","K4","-7"
"","C","0080009824","C","Unloading point 01","3560.000","R300","","20011108","","LB","","","","","R313","NL","20011112","","","02","","667.500","","","","00000000","00000000","R300/1","J","R300","FT3","49.840","R300","20011109","20011108","R313","1","0","K4","-1"
"","C","0080007092","C","Tor Nord","4170.000","1000","","20000518","","KG","CPT","Hannover","02","0000001300","0000001300","LF","20000523","","","02","","4170.000","","","","00000000","00000000","R00145","J","1000","M3","29.000","1200","20000522","20000519","","1","0","K4","-3"
"","C","0080011098","C","Unloading point 01","480.000","R300","","20020905","","LB","","","","","R310","NL","20020907","","","02","","440.000","","","","00000000","00000000","R300/1","J","R300","FT3","28.000","R300","20020907","20020927","R310","1","0","K4","20"
"","C","0080017308","C","","8400.000","2500","","20121005","","KG","FH","Berlin","02","0000002503","0000002503","LF","20121012","","","02","","7500.000","","","","00000000","00000000","","J","2500","M3","22.500","2500","20121012","20121005","","1","0","K4","-7"
"","C","0080012885","C","","606.000","1000","","20030912","","KG","CPT","Hamburg","01","0000001172","0000001172","LF","20030918","","","01","","606.000","","","","00000000","00000000","R00100","J","1000","","0.000","1200","20030917","20030915","","1","0","K4","-2"
"","C","0080003398","C","","78.000","1000","","19970124","","KG","CPT","Hamburg","03","0000001171","0000001171","LF","19970127","","","01","","78.000","","","","00000000","00000000","R00100","J","1000","","0.000","1200","19970127","19970128","","1","0","K4","1"
"","C","0080005718","C","Tor 1","630.000","R100","","19990908","","LB","","","","R110","R110","NL","19990910","","","02","","630.000","","","","00000000","00000000","","J","R100","IN3","12600.000","R100","19990910","19990908","R110","1","0","K4","-2"
"","C","0080005464","C","Tor 1","2680.000","R100","","19990805","","LB","","","","R112","R112","NL","19990809","","","02","","0.000","","","","00000000","00000000","","J","R100","IN3","28944.000","R100","19990807","19990805","R112","1","0","K4","-2"
"","C","0080009421","C","Tor 1","4263.000","R100","","20010808","","LB","","","","","R112","NL","20010810","","","02","","4263.000","","","","00000000","00000000","","J","R100","IN3","191835.000","R100","20010810","20010808","R112","1","0","K4","-2"
"","C","0080014609","C","","3089.000","3000","","20050715","","KG","FOB","From the Plant","","0000300711","0000300711","LF","20050707","","","02","","2670.000","","","","00000000","00000000","","J","3000","","0.000","3000","20050707","20050717","","1","0","K4","10"
"","C","0080009828","C","Unloading point 01","3120.000","R300","","20011108","","OZ","","","","","R313","NL","20011112","","","02","","3120.000","","","","00000000","00000000","R300/1","J","R300","IN3","8424.000","R300","20011109","20011108","R313","1","0","K4","-1"
"","C","0080007232","C","Tor A32","671.600","1000","","20000616","","KG","CPT","Dresden","06","0000001460","0000001460","LF","20000608","","","02","","671.600","","","","00000000","00000000","R00150","J","1000","M3","3.030","1200","20000608","20000619","","1","0","K4","11"
"","C","0080017309","C","","9800.000","2500","","20121005","","KG","FH","Berlin","02","0000002503","0000002503","LF","20121012","","","02","","8750.000","","","","00000000","00000000","","J","2500","M3","26.250","2500","20121012","20121005","","1","0","K4","-7"
"","C","0080011102","C","Unloading point 01","2900.000","R300","","20020905","","LB","","","","","R310","NL","20020907","","","02","","2644.800","","","","00000000","00000000","000001","J","R300","FT3","293.480","R301","20020907","20020927","R310","1","0","K4","20"
