"0000009020","1000","00000000","20130510","STANKOVICH","","","","0000160000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"0000003140","3000","00000000","19990519","GRAUENHORST","","X","009","0000160000","","","C","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"CML101","7500","00000000","20111118","C5164153","","","","0000031000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","","","1200","X","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"TPU100","3000","00000000","20120525","C5173672","","","","0000161000","","","","","","","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000100114","3000","00109807","20020806","SHEARMAN","","","002","0000160000","","","C","","","","","","","A1","","","","00000000","00","00000000","","0","","","3000","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"R3001","R300","00000000","19980217","D020740","","","","0000160000","","","CT","","","0001","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","R300","","","","","","","","00000000","","00000000","000000","",""
"0000005570","1000","00000000","20120214","C5166367","","","","0000160000","","","U","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000000002","1000","00000000","19950516","LOEHLE","","","002","0000161000","","02","L","","","","","","","A2","","","","00000000","01","00000000","","0","X","","1300","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"CMU101","1000","00000000","20111118","C5164153","","X","","0000031000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","","","","X","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"0000009020","2800","00000000","20130510","STANKOVICH","","","","0021210101","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"0000003141","3000","00000000","19990519","GRAUENHORST","","X","","0000160000","","","","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"TP_AIR_HH","0001","00000000","20060418","NERLICH","","","","0000031000","","","","","","","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"R3002","R100","00000000","19981111","D020740","","","","0000161000","","","CL","","","0002","","","","A2","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","R100","","","","","","","","00000000","","00000000","000000","",""
"0000100115","3000","00109808","20020806","SHEARMAN","","","002","0000160000","","","C","","","","","","","A1","","","","00000000","00","00000000","","0","","","3000","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000005570","2800","00000000","20120214","C5166367","","","","0021210101","","","U","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000000002","3000","00000000","19951101","QUINTAL","","","","0000160000","","","","","","","","","","","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000009020","3000","00000000","20130502","I076132","","","","0000160000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"CMU101","3000","00000000","20111118","C5164153","","","","0000031000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","","","","X","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"0000003150","3000","00000000","20011016","WALMSLEYA","","","002","0000160000","","","C","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","X","3000","3000","","","00000000","","","","","","","","","","","","3000","","","","","","","","","00000000","","00000000","000000","",""
"TP_AIR_LON","0001","00000000","20060418","NERLICH","","","","0000031000","","","","","","","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"R3002","R300","00000000","19980217","D020740","","","","0000160000","","","CT","","","0001","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","R300","","","","","","","","00000000","","00000000","000000","",""
"0000100116","3000","00109809","20020806","SHEARMAN","","","002","0000160000","","","C","","","","","","","A1","","","","00000000","00","00000000","","0","","","3000","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000000005","3000","00000000","20060622","C5055025","","","","0000160000","","","S","","","0002","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000005570","3000","00000000","20010613","GRAUENHORST","","","","0000160000","","","","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"CM_VAG01","3000","00000000","20120606","D030473","","","014","0000160000","","","","","","0001","","","","E6","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000009020","7500","00000000","20130510","STANKOVICH","","","","0000160000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"TP_AIR_MX","3000","00000000","20060425","NERLICH","","X","","0000031000","","","","","","","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000003151","3000","00000000","20011016","WALMSLEYA","","","002","0000160000","","","C","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","X","3000","3000","","","00000000","","","","","","","","","","","","3000","","","","","","","","","00000000","","00000000","000000","",""
"R3003","R300","00000000","19980217","D020740","","","","0000160000","","","CT","","","0001","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","R300","","","","","","","","00000000","","00000000","000000","",""
"0000100117","3000","00109810","20020806","SHEARMAN","","","002","0000160000","","","C","","","","","","","A1","","","","00000000","00","00000000","","0","","","3000","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000005570","7500","00000000","20120214","C5166367","","","","0000160000","","","T","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000000008","1000","00000000","20031124","BAUERE","","","002","0000160000","","02","U","","","ZB01","","","","A1","","","","00000000","01","00000000","","0","X","1000","","","","00000000","","","","","","","","","","","","1000","","","","","","","","","00000000","","00000000","000000","",""
"CM_VAG01E","1000","00000000","20120622","D030473","","","014","0000160000","","","","","","0001","","","","E6","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000009021","1000","00000000","20130510","STANKOVICH","","","","0000160000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"TP_AIR_WI","3000","00000000","20060425","NERLICH","","X","","0000031000","","","","","","","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000003152","3000","00000000","20011016","WALMSLEYA","","","002","0000160000","","","C","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","X","3000","3000","","","00000000","","","","","","","","","","","","3000","","","","","","","","","00000000","","00000000","000000","",""
"R3004","R300","00000000","19980217","D020740","","","","0000160000","","","CT","","","0001","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","R300","","","","","","","","00000000","","00000000","000000","",""
"0000100118","3000","00109811","20020806","SHEARMAN","","","002","0000160000","","","C","","","","","","","A1","","","","00000000","00","00000000","","0","","","3000","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000000008","3000","00000000","20060123","KUEBLER","","","","0000031000","","","","","","","","","","A3","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000005570","9000","00000000","20120214","C5166367","","","","0060001100","","","P","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"CM_VAG02","3000","00000000","20120606","D030473","","","014","0000160000","","","","","","0001","","","","E6","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000009021","2800","00000000","20130510","STANKOVICH","","","","0021210101","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"TP_DE_N_01","1000","00000000","20060428","NERLICH","","X","","0000160000","","","","","","0001","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000003200","3000","00000000","20070403","I036867","","","002","0000160000","","","CTW","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","3000","3000","","","00000000","","","","","","","","","","","","3000","","","","","","","","","00000000","","00000000","000000","",""
"0000100119","3000","00109812","20020806","SHEARMAN","","","002","0000160000","","","C","","","","","","","A1","","","","00000000","00","00000000","","0","","","3000","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000000010","2200","00000000","20030428","THIBAULT","","","002","0000401100","","","CV","","","0001","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000005571","1000","00000000","20120214","C5166367","","","","0000160000","","","U","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","3000","","","","","","","","","00000000","","00000000","000000","",""
"CM_VAG03","3000","00000000","20120606","D030473","","","014","0000160000","","","","","","0001","","","","E6","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000009021","3000","00000000","20130502","I076132","","","","0000160000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"TP_DE_N_02","1000","00000000","20060428","NERLICH","","X","","0000160000","","","","","","0001","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000003212","3000","00000000","20020826","TOMLINSON","","","002","0000160000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","3000","3000","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000100120","3000","00109813","20020806","SHEARMAN","","","002","0000160000","","","C","","","","","","","A1","","","","00000000","00","00000000","","0","","","3000","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000000015","1000","00000000","20051017","HWALTER","","","","0000160000","","","","","","0002","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000005571","2800","00000000","20120214","C5166367","","","","0021210101","","","U","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","3000","","","","","","","","","00000000","","00000000","000000","",""
"CM_VCL01E","1000","00000000","20121105","D021643","","","014","0000160000","","","","","","0001","","","","E6","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000009021","7500","00000000","20130510","STANKOVICH","","","","0000160000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"TP_DE_S_01","1000","00000000","20060428","NERLICH","","X","","0000160000","","","","","","0001","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000100121","3000","00109814","20020806","SHEARMAN","","","002","0000160000","","","C","","","","","","","A1","","","","00000000","00","00000000","","0","","","3000","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000000025","1000","00000000","20030224","BAUERE","","","","0000161000","","","","","","0001","","","","A2","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000003212","S300","00000000","20041125","STIERR","","","","0000213000","","","","","","","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000005571","3000","00000000","20030325","GRAUENHORST","","","","0000160000","","","","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","3000","","","","","","","","","00000000","","00000000","000000","",""
"R301","R300","00000000","19980213","D020740","","","","0000160000","","","","","","","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"CM_VCO01","3000","00000000","20120606","D030473","","","014","0000160000","","","","","","0001","","","","E6","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000009022","1000","00000000","20130510","STANKOVICH","","","","0000160000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"TP_DE_S_02","1000","00000000","20060428","NERLICH","","X","","0000160000","","","","","","0001","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000000050","3000","00000000","20060622","C5055025","","","","0000160000","","","","","","","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
